id,postal_code,postal_zone,city_id:id,zone_type,neighborhoods,villages,active
postal_055050,055050,0550,state_co_301,urban,"","San Jose",True
postal_525037,525037,5250,state_co_961,rural,"","",True
postal_190547,190547,1905,state_co_586,rural,"","",True
postal_682527,682527,6825,state_co_1099,rural,"","La Chorrera- Los Molinos-  Los Molinos",True
postal_051020,051020,0510,state_co_217,urban,"","Buga- Graciano-  La Playa-  Las Peñas",True
postal_171020,171020,1710,state_co_524,urban,"","",True
postal_505008,505008,5050,state_co_898,rural,"","",True
postal_972047,972047,9720,state_co_1313,rural,"","",True
postal_150220,150220,1502,state_co_456,urban,"","",True
postal_507019,507019,5070,state_co_908,rural,"","Giramena-  Pajure-  palmeras-  Palomas-  Pesquero-  San José de Las Palomas",True
postal_204067,204067,2040,state_co_615,rural,"","",True
postal_913050,913050,9130,state_co_1292,urban,"","",True
postal_150640,150640,1506,state_co_399,urban,"","",True
postal_193550,193550,1935,state_co_589,urban,"","",True
postal_153847,153847,1538,state_co_504,rural,"","",True
postal_660001,660001,6600,state_co_1029,urban,"30 de Agosto II- Alahambra- Alamo del Café Sector E- Alfa- Alto de Belmonte- Alto de Los Ángeles- Altos de Belmonte- Altos de Llano Grande- Altos de Llano Grande II- Batallón San Mateo- Belmonte- Belmonte El Campín- Bloques Villa Alicia- Bosques de Cantab","Crucero de Combia",True
postal_940001,940001,9400,state_co_1297,urban,"","",True
postal_054038,054038,0540,state_co_233,rural,"","Agua Bonita- Agua Bonita-  Caracolí-  Corales-  Dos Quebradas-  El Brazil-  El Ciprés-  El Ciprés-  El Cocuyo-  El Cocuyo-  El Estio-  El Estio-  El Higuerón-  El Popal-  El Porvenir-  El Recreo-  El Retiro-  El Retiro-  El Roblal-  El Roblal-  La Aguada-",True
postal_761501,761501,7615,state_co_1218,urban,"","",True
postal_682001,682001,6820,state_co_1110,urban,"","",True
postal_973048,973048,9730,state_co_1314,rural,"","",True
postal_051427,051427,0514,state_co_218,rural,"","Abejas- Aragón-  Cabecera Municipal-  Chachafruto-  Comun Cominal-  El Caribe-  El Chocho-  El Congo-  El Socorro-  El Topacio-  El Valle-  El Zancudo-  Encenillos-  Filo del Medio-  Filo Grande-  La Aldea-  La Amoladora-  La Candelaria-  La Candelaria-",True
postal_703038,703038,7030,state_co_1153,rural,"","",True
postal_478001,478001,4780,state_co_860,urban,"Abajo- Bella Vista- Centenario- Centro- Ciudad Bolívar- Costa Verde- Floresta- Jorge Eliecer Gaitán- Kennedy- La Esperanza- La Guajira- La Manga- La Victoria- Las Delicias- Las Flores- Loma Fresca- Manzanares- Mar de Plata- Margaritas- Minuto de Dios- Mir","",True
postal_683049,683049,6830,state_co_1121,rural,"","Carrizal- Corbaraque-  La Retirada-  Las Monjas-  Macanas-  Olival-  Virolín",True
postal_760009,760009,7600,state_co_1203,rural,"","El Pedregal- La Olga-  Rincón Dapa-  Xixaola",True
postal_540008,540008,5400,state_co_977,rural,"","",True
postal_193001,193001,1930,state_co_588,urban,"","",True
postal_253840,253840,2538,state_co_768,urban,"","",True
postal_056838,056838,0568,state_co_315,rural,"","El Yarumo- La Calera",True
postal_252040,252040,2520,state_co_663,urban,"","ALTO ARIARI- SANTA LUCIA-  SANTA RITA",True
postal_541057,541057,5410,state_co_1005,rural,"","",True
postal_944057,944057,9440,state_co_1299,rural,"","",True
postal_276018,276018,2760,state_co_787,rural,"","Aguacate- Coredo-  Curiche-  Guarín",True
postal_730006,730006,7300,state_co_1156,urban,"","",True
postal_051054,051054,0510,state_co_219,urban,"Bellavista- Briceño- Buenos Aires- El Carmelo- El Ducado- El Mirador- El Porvenir- La Aldea- La Primavera- La Selva- Los Alpes- Marco Tulio Henao- Pachelly- Paraíso- Playa Rica- San Gabriel- San Martín- Trapiche- Urapanes- Villas del Sol","",True
postal_526567,526567,5265,state_co_927,rural,"","La Herradura- Llano Verde-  Pizanda-  Tabiles",True
postal_527589,527589,5275,state_co_951,rural,"","",True
postal_276030,276030,2760,state_co_776,urban,"","",True
postal_253847,253847,2538,state_co_768,rural,"","AGUABLANCA- AGUAPARALES-  ALONSO-  ALSACIA-  ALTO DE CAÑO-  ALTO DE CAMACHOS-  ALTO DE RAMIREZ-  Amococo-  APERCHE-  Avipay-  AVIPAY DE FAJARDO-  CABO VERDE ALTO-  CABO VERDE BAJO-  CAÑO PESCADO-  CALEÑO-  CAMPO ALEGRE-  CHAPA-  CHIFLON-  CHIRRIPAY-  CHUR",True
postal_250407,250407,2504,state_co_674,rural,"","CARDONAL- CASA BLANCA-  CASA BLANCA-  El Chorrillo-  La Florida-  MORTIÑO-  ORATORIO-  Pajarito-  PASICA-  PATIO BONITO",True
postal_418077,418077,4180,state_co_829,rural,"","EL CARMEN- LA GAITANA-  LA PRADERA-  MAGDALENA-  VILLA FATIMA-  YARUMAL",True
postal_418067,418067,4180,state_co_829,rural,"","BARCELONA- ERAS-  FEDERACION-  LA TRIBUNA-  LOS CAUCHOS",True
postal_172027,172027,1720,state_co_519,rural,"","",True
postal_470009,470009,4700,state_co_854,rural,"","",True
postal_194080,194080,1940,state_co_562,urban,"","",True
postal_686058,686058,6860,state_co_1062,rural,"","Bocas de Barbacoas- Riveras de San Juan-  Vuelta de Acuña",True
postal_250630,250630,2506,state_co_746,urban,"","",True
postal_733547,733547,7335,state_co_1175,rural,"","Serrezuela Las Garzas- Serrezuela San Cayetano",True
postal_174008,174008,1740,state_co_539,rural,"","",True
postal_851030,851030,8510,state_co_1265,urban,"Zona 1 Centro- Zona 2 La Bañadera- Zona 3- Zona 4","Cabecera Municipal- Guivarin-  Macueque",True
postal_150462,150462,1504,state_co_426,urban,"Cacique Tundama- Camilo Torres- Juan Grande- La Esperanza- La Paz- La Perla- Las Lajas- Los Alpes- San Juan Bosco- Santa Isabel- Sausalito- Simón Bolívar- Tundama- Villa del Prado- Villa Juliana- San Luis- Benjamín Herrera- Campo Amor- Centro- Chapinero-","",True
postal_685507,685507,6855,state_co_1118,rural,"","",True
postal_762017,762017,7620,state_co_1206,rural,"","Real Brillante",True
postal_151801,151801,1518,state_co_467,urban,"","",True
postal_632060,632060,6320,state_co_1026,urban,"","",True
postal_683061,683061,6830,state_co_1069,urban,"","",True
postal_473029,473029,4730,state_co_866,rural,"","Sitio Nuevo- Villanueva",True
postal_415008,415008,4150,state_co_833,rural,"","",True
postal_110911,110911,1109,state_co_349,urban,"Aeropuerto El Dorado- Atahualpa- Brisas Aldea Fontibón- Charco Rural- El Refugio- Ferrocaja Fontibón- La Cabaña Fontibón- Las Navetas- Pueblo Viejo- Puerta de Teja- San José de Fontibón- Versalles Fontibón","",True
postal_522048,522048,5220,state_co_942,rural,"","Capuli Grande- El Zanjón-  La Espada-  Plazuelas",True
postal_252247,252247,2522,state_co_739,rural,"","ARGELIA- ARGENTINA-  CALANDAMIA-  GLASGOW-  JAVA-  YAYATA",True
postal_525069,525069,5250,state_co_950,rural,"","",True
postal_500003,500003,5000,state_co_884,urban,"","",True
postal_413001,413001,4130,state_co_827,urban,"","",True
postal_507008,507008,5070,state_co_885,rural,"","El Resguardo- El Rosario-  Las Margaritas-  San Cayetano",True
postal_155219,155219,1552,state_co_468,rural,"","EL GALAPAGO- EL GUAYABO-  Guanegro-  LA ESMERALDA-  LA OSCURA-  Las Pavas-  PATEVACA-  Puerto Gutiérrez",True
postal_475057,475057,4750,state_co_881,rural,"Abajo- Abajo- Arriba- Arriba- España- La Palma","El Juncal- San Antonio",True
postal_525529,525529,5255,state_co_975,rural,"","Alpan Potrerillos- Cerrito Quitasol-  Dos Quebradas-  El Placer-  El Salado-  Esnabu-  Guanama-  Guasi-  Hueco de Moras-  La Acequia-  La Ensillada-  La Flor-  La Guayaquilla-  Las Delicias-  Loma LArga-  Nangan-  Olaya-  Pescadillo-  Pescadillo-  Quebrad",True
postal_703070,703070,7030,state_co_1139,urban,"","",True
postal_685561,685561,6855,state_co_1126,urban,"","",True
postal_231048,231048,2310,state_co_637,rural,"","",True
postal_132057,132057,1320,state_co_362,rural,"Gamb¾tico","",True
postal_154269,154269,1542,state_co_451,rural,"","",True
postal_416067,416067,4160,state_co_819,rural,"Urbanizaci¾n San Miguel","ALTO SAN ISIDRO- BELLA VISTA-  EL BOSQUE-  EL JAZMIN-  EL PARAISO-  EL PERICO-  EL PORVENIR-  LA MORENA-  SAN ISIDRO",True
postal_251020,251020,2510,state_co_687,urban,"","",True
postal_054428,054428,0544,state_co_290,rural,"","Aguas Bonitas- Arenosas-  Bellavista-  Betulia-  Cañastisto-  Cañaveral-  Capotal-  Cocalito-  Dinamarca-  Dos Quebradas-  El Choco-  El Contento-  El Popa-  El Silencio-  El Tabor-  El Vergel-  Juan XXIII-  Juanos-  La Arabia-  La Cabaña-  La Cristalina-",True
postal_153020,153020,1530,state_co_396,urban,"","",True
postal_685518,685518,6855,state_co_1089,rural,"","El Recreo- El Tigre-  La Mata-  San Pablo-  Santa Rosa",True
postal_056027,056027,0560,state_co_308,rural,"","El Hacha- El Rayo-  El Tambor-  La Alacena-  La Mesa-  San Isidro-  San Nicolas-  Santa Teresa",True
postal_661001,661001,6610,state_co_1033,urban,"Amariles I- Amariles II- Aurora- Bellavista I- Bellavista III- Camilo Mejía Duque- Camilo Torres- Catalán- Colmenares- Condominio La Pradera I- Conjunto El Safiro- Cámbulos- Destechados Camilo Torres- Diana Turbay- Divino Niño- El Balso- El Diamante- El J","",True
postal_681531,681531,6815,state_co_1092,urban,"","",True
postal_761528,761528,7615,state_co_1236,rural,"Colegio AgrÝcola","Bohio- El Bosque-  El Guachal-  EL Roble-  Pan de Azucar-  Ventaquemada",True
postal_054058,054058,0540,state_co_255,rural,"","Canoas",True
postal_684069,684069,6840,state_co_1129,rural,"","BARRO AMARILLO- Paramito-  Santa Rita",True
postal_155201,155201,1552,state_co_468,urban,"","Cabecera Municipal",True
postal_150660,150660,1506,state_co_513,urban,"","",True
postal_630004,630004,6300,state_co_1017,urban,"Abadía- Alcazar- Alejandría- Asentamiento Los Fundadores- Bavaria- Bosques de Palermo- Bosques de San Martín- Bosques de Viena- Buenos Aires Alto- Cafetero- Caminos de Calay- Casaloma- Centro Occidental- Ciudadela Quimbaya- Coinca- Condominio Torres del R","Hojas Anchas- Rio Bamba-  San Juan de Carolina",True
postal_760001,760001,7600,state_co_1203,urban,"Ciudadela Floralia- Los Guaduales- Paso del Comercio- Sector Puente del Comercio","",True
postal_154448,154448,1544,state_co_482,rural,"","Cabecera Municipal- Gacio y galapal-  San Isidro",True
postal_186037,186037,1860,state_co_546,rural,"","Galán- Masa Baja-  Mono Alta-  Puerto Londoño-  Puerto Torres",True
postal_250220,250220,2502,state_co_743,urban,"","",True
postal_992001,992001,9920,state_co_1317,urban,"","Cabecera Municipal",True
postal_054817,054817,0548,state_co_291,rural,"","Cañada Honda- El Pajui-  El Palmar-  El Porvenir-  Farallones-  La Eresma-  La Esperanza-  La Florida-  La Loma-  La Pailania-  Morritos-  Rancho Largo-  San Isidro-  Santa Isabel",True
postal_856019,856019,8560,state_co_1253,rural,"","Alto Lindo- Bella Vista-  Cerrito-  El Progreso-  Gaviota-  Guadualito-  La Graciela-  La Turúba-  La Union-  La Victoria-  Las Brisas-  Llano Lindo-  Mararabe-  Primavera-  Upanema",True
postal_250251,250251,2502,state_co_770,urban,"Altamira- Banoy- Bolivar 83- Bosques de silencia- Camino de Barandillas- Cpr. Barandillas- Cpr. La Mariela- Cpr. La Paz - Terpel- Cpr. Loteo Pedroza- Cpr. Santa Isabel I- Cpr. Susagua- Cpr. Urb. San Gabriel- El Cedro- El Codito- El Prado- El Reposo- El Ro","Cabecera Municipal- La Granja-  Pasoancho-  San Antonio",True
postal_861027,861027,8610,state_co_1278,rural,"","",True
postal_527067,527067,5270,state_co_946,rural,"","",True
postal_234517,234517,2345,state_co_653,rural,"","",True
postal_681003,681003,6810,state_co_1075,urban,"Acacias I Etapa- Acacias II Etapa- Altamira- Altos de Caracolí- Aranzoque- Bosque de Florida- Bucarica- Caracolí- Colegio Agustiniano- Cracovia- El Recreo- Empresa de Acueducto- Estancia Campestre- Florida Real- Jardín Limoncito- Lagos II- Limoncito- Los","",True
postal_152447,152447,1524,state_co_509,rural,"","Daisy- La Puerta-  Rancherita-  Sunguvita-  Tobal-  Toquecha-  Tota",True
postal_052810,052810,0528,state_co_305,urban,"","El Aporriado",True
postal_521048,521048,5210,state_co_967,rural,"","Bellavista- Bordo Bajo-  Campo Bello-  Cantarrano-  Chilcal Bajo-  Derrumbes-  EL Alto-  El Bohio-  El Diamante-  El Lindero-  Guaitarilla-  La Cañada-  La Chorrera-  La Elvira-  La Primavera-  Las Juntas-  Llanos Chiquitos-  Los Llanos-  Nueva Florida-",True
postal_687587,687587,6875,state_co_1090,rural,"","Angelinos- Centenario-  Chinigua-  Choncal-  Chupas-  Doradas-  El Tesoro-  El Ubano-  La Cutica-  La Estrella-  La Floresta-  La Girona-  Lisboa-  Miraflores-  Montevideo-  Portugal-  San Joaquín-  Santa Helena-  Uribe Uribe",True
postal_682009,682009,6820,state_co_1110,rural,"","Potrero Grande- San Andres",True
postal_730001,730001,7300,state_co_1156,urban,"","Ambala Calambeo- La Coqueta-  La Victoria-  San Antonio-  Tesorito",True
postal_173020,173020,1730,state_co_527,urban,"","",True
postal_521080,521080,5210,state_co_919,urban,"","Cabecera Municipal- Campo de María Bajo-  Potrerito",True
postal_760024,760024,7600,state_co_1203,urban,"Brisas del Limonar- Ciudad 2000- La Alborada- Mariano Ramos- República de Israel- Unión de Vivieda Popular","",True
postal_763037,763037,7630,state_co_1234,rural,"","",True
postal_051038,051038,0510,state_co_251,rural,"","Cabecera Municipal- El Barro-  El Cano-  El Molino-  El Palmar-  El Paraiso-  El Yarumo-  Filo Verde-  Guarne-  Jamundi-  La Calera-  La Enea-  La Mejia-  La Palma-  Las Cuchillas-  Portachuelo-  San Andres-  San Diego-  San Esteban",True
postal_851077,851077,8510,state_co_1259,rural,"","Betania- Buenavista-  Cofradia-  El Onzo-  La Capilla-  La Virgen-  Los Aceites-  Maguito-  Mate de limón-  Niscota-  Palmarito-  Piedecuesta-  Predregal-  Primavera-  Puerto Payero-  Santa Bárbara-  Vega de Tacare-  Vijagual",True
postal_735567,735567,7355,state_co_1166,rural,"AmÚricas","Alto Redondo- Brazuelos Calarma-  Brazuelos Delicias-  La Nevada-  La Siberia-  Santo Domingo-  Talani",True
postal_235020,235020,2350,state_co_638,urban,"Arriba- Centro- El Oasis- Nuevo","",True
postal_701038,701038,7010,state_co_1144,rural,"","",True
postal_205078,205078,2050,state_co_623,rural,"","Carolina- El Pescado-  Guaduas-  La LLana-  Libano-  Los Ortega-  Miradore-  San Isidro-  Tres Esquinas-  Villa Pinzon",True
postal_193589,193589,1935,state_co_571,rural,"","",True
postal_253440,253440,2534,state_co_693,urban,"","",True
postal_418007,418007,4180,state_co_821,rural,"","LA CABAÑA- MORELIA",True
postal_135027,135027,1350,state_co_387,rural,"","Ánimas Bajas- Babilonia-  Balón-  Betel-  Buena Vista-  Cabecera Municipal-  Campo Alegre-  Campo Payares-  Cargadero-  Cerro Azul-  Ciénaga de Burgos-  Ciénaga de Pita-  Ciénaga de Simití-  Ciénaga Nueva-  El Cañito-  El Pinal-  El Silencio-  Fontes-  Ga",True
postal_233048,233048,2330,state_co_642,rural,"","Carate Medio",True
postal_151267,151267,1512,state_co_462,rural,"","",True
postal_250637,250637,2506,state_co_746,rural,"","APOSENTOS- CHARQUIRA-  COQUIRA-  EL SANTUARIO-  EL TABLON-  LA GLORIETA-  MATA REDONDA-  NUTRIAS-  SOAGA-  TAQUIRA-  TIMINGUITA-  VOLCAN",True
postal_685567,685567,6855,state_co_1126,rural,"","Bajo Semisa- Buenavista-  Helechal y Mesa-  La Palma-  Mirabuenos-  Platanal-  Popoa-  Pozo Negro-  Puente Naranjos-  San Rafael-  Santa Rosa-  Sonesi-  Toroba-  Tres Esquinas-  Tubavita",True
postal_410007,410007,4100,state_co_802,rural,"","Alto Motilón- Auyamales-  Canoas-  CUCUANA-  El Cedral-  EL CEDRAL-  El Roblal-  El Vergel-  Floragaita-  La Espiga-  Las Nubes-  Las Pavas-  Los Alpes - Sur-  Los Cauchos-  MOTILON-  Motilón-  ORIENTE-  PALACIO-  Palacios-  Palestina-  Piedra Marcada-  P",True
postal_250418,250418,2504,state_co_749,rural,"","CASA BLANCA- EL HATO-  Lagunitas-  Llano Grande-  Los Pinos-  Mortiño-  Páramo Bajo-  Sabaneque-  SALINAS",True
postal_705050,705050,7050,state_co_1137,urban,"Calle Nueva- Calle Real- Centro- Corea- La Arena- Las Peñitas- Los Almendros- Luis Miguel- Padilla- San Francisco- San Mateo","",True
postal_254007,254007,2540,state_co_719,rural,"","AGUAS CLARAS- BALCONCITOS-  BERMEJAL-  BUENAVISTA-  CAMPAMENTO-  Campo Hermoso-  CANADA-  CAPITAN-  CAQUIAN-  CERRO NEGRO-  EL BOSQUE-  EL CABRERO-  El Empalizado-  EL NUDILLO-  GUAYABAL DE PATASIA-  HATO VIEJO-  LA CABRERA-  LA COMPERA-  LA RAMADA-  Lagu",True
postal_854037,854037,8540,state_co_1268,rural,"","Al Paujil- Altamira-  Beltrán-  Cabecera Municipal-  Canta Delicia-  Caracas-  Casical-  Corozal-  El Kiosko-  El Nivel-  El Nudo-  El Ochenta-  El Rayo-  El Sinaí-  El Zurrumbo-  Guayabal-  Isla Turbayista-  La Armenia-  La Linda-  La Nubia-  La Palma-",True
postal_685007,685007,6850,state_co_1051,rural,"","Campo Seco",True
postal_111121,111121,1111,state_co_349,urban,"Almirante Colon- Altos de Chozica- Andes Norte- Ciudad Hunza- Club de Los Lagartos- Julio Flórez- Los Naranjos- Niza Norte- Niza Suba- Niza Sur- Potosí- Santa Rosa- Vereda Suba Naranjos","",True
postal_478067,478067,4780,state_co_864,rural,"","El Salitre- La Colombia-  Mengajo-  Párate Bien-  Punto Fijo-  San José de Hondur-  San Sebastián del Bongo-  Zacapa",True
postal_251810,251810,2518,state_co_760,urban,"","",True
postal_507051,507051,5070,state_co_896,urban,"","Cabecera Municipal- El Carmen-  La Isla-  Pío XII",True
postal_191048,191048,1910,state_co_591,rural,"","",True
postal_250450,250450,2504,state_co_676,urban,"","APOSENTOS- LA TOMA",True
postal_234539,234539,2345,state_co_654,rural,"","",True
postal_707010,707010,7070,state_co_1150,urban,"Alto de Julio- Arroyito- Centro- Dulce Nombre- El Arenal- El Copé- El Porvenir- El Puerto- Kennedy- La Balsa- La Ceibita- La Colina- La Popa- Las Flores- Madre Bernarda- Manga- Nuevo Bosque- Palito- Palo Alto- San Antonio- Unión Campesina","",True
postal_154860,154860,1548,state_co_418,urban,"","",True
postal_251038,251038,2510,state_co_714,rural,"","",True
postal_253660,253660,2536,state_co_745,urban,"","PARAISO- SAN MIGUEL",True
postal_056850,056850,0568,state_co_212,urban,"","",True
postal_760557,760557,7605,state_co_1241,rural,"","Alto del Oso- Ilama-  Santa Rosa-  Tres Puertas",True
postal_502008,502008,5020,state_co_904,rural,"","",True
postal_276038,276038,2760,state_co_776,rural,"","",True
postal_130011,130011,1300,state_co_350,urban,"Alameda La Victoria- Almirante Colon- Blas de Lezo- Ciudadela 11 de Noviembre- El Carmelo- El Milagro- El Socorro- La Central- Los Caracoles- Los Corales- San Fernando- San Pedro- Santa Mónica- Urbanización Simón Bolívar","",True
postal_683541,683541,6835,state_co_1101,urban,"","Guayabal- Guayabal-  La Chapa-  La Chapa",True
postal_991059,991059,9910,state_co_1319,rural,"","",True
postal_253437,253437,2534,state_co_761,rural,"","CENTRO- CINVAZA-  CONCEPCION-  EL ENTABLE-  FURATENA-  NARANJAL-  PALACIO-  PLATANERA-  SANTA BARBARA",True
postal_763517,763517,7635,state_co_1222,rural,"","Barranco Alto- Barranco Bajo-  Bello Horizonte-  Cabecera Municipal-  Campo Alegre-  Cocuyos-  Comina-  Costa Rica-  El Guabilo-  El Jardín-  El Sucre-  Flautas-  La Floresta-  Loma Gorda-  Lulos-  Mosoco-  Patio Bonito-  Regaderos-  Valledupar-  Villa Va",True
postal_520537,520537,5205,state_co_932,rural,"","El Plan- Gavilla Alta-  Maria Inmaculada-  Puerto Nuevo-  San Rafael-  Valmaria",True
postal_130510,130510,1305,state_co_361,urban,"","",True
postal_951008,951008,9510,state_co_1308,rural,"","",True
postal_854017,854017,8540,state_co_1257,rural,"","La Armenia- La Consigna-  La Mapora-  La Porfía",True
postal_855050,855050,8550,state_co_1264,urban,"","Cabecera Municipal",True
postal_181037,181037,1810,state_co_551,rural,"","El Batán- El Cedral-  Los Alpes-  Villa Rica",True
postal_275038,275038,2750,state_co_777,rural,"","",True
postal_195008,195008,1950,state_co_565,rural,"","",True
postal_055430,055430,0554,state_co_284,urban,"","Puente Peláez",True
postal_056427,056427,0564,state_co_319,rural,"","Peñas Azules- Ventiadero",True
postal_735569,735569,7355,state_co_1166,rural,"","Agua Bonita- Aguas Claras-  Alto Ambeima-  Angosturas-  Argentina Hermosa-  Argentina Linday-  Astilleros-  Betania-  Brisas San Pablo Ambeima-  Bruselas-  Buena Vista-  Buenos Aires-  Calibio-  Chicalá-  Chitato-  Dos Quebradas-  El Bosque-  El Cairo-  E",True
postal_682578,682578,6825,state_co_1125,rural,"","Cerro Mango",True
postal_082007,082007,0820,state_co_330,rural,"","",True
postal_150647,150647,1506,state_co_399,rural,"","Centro Rural- Colacote-  Divaquía-  San Victorino-  Saurca-  Soapaga-  Soiquia-  Villafrancia",True
postal_252801,252801,2528,state_co_725,urban,"","",True
postal_523007,523007,5230,state_co_976,rural,"","El Rosario- Josepe-  San Felipe-  San Jose de Cordoba",True
postal_056837,056837,0568,state_co_315,rural,"","",True
postal_951007,951007,9510,state_co_1308,rural,"","",True
postal_055440,055440,0554,state_co_227,urban,"","La Corrala",True
postal_685551,685551,6855,state_co_1061,urban,"","Centro- El Papayo-  Hatillo",True
postal_681521,681521,6815,state_co_1055,urban,"","Centro",True
postal_085040,085040,0850,state_co_340,urban,"","",True
postal_133040,133040,1330,state_co_365,urban,"","",True
postal_152468,152468,1524,state_co_466,rural,"","",True
postal_687061,687061,6870,state_co_1107,urban,"","",True
postal_476067,476067,4760,state_co_859,rural,"","",True
postal_417039,417039,4170,state_co_826,rural,"","BETANIA- HONDA-PORVENIR-  PALMARITO-  SANTA ROSA-  TABACAL",True
postal_230558,230558,2305,state_co_631,rural,"","Aguasnegras- El Obligado-  Garzones-  Las Babillas",True
postal_915019,915019,9150,state_co_1295,rural,"","",True
postal_522067,522067,5220,state_co_933,rural,"","Cascajal Alto- Cascajal Bajo-  Granadillo-  LLano Grande-  San Pedro-  Trojayaco",True
postal_701057,701057,7010,state_co_1141,rural,"","La Graciela- La Graciela",True
postal_055867,055867,0558,state_co_216,rural,"","Alto del Carral- Arbolitos-  Cabecera Municipal-  Cangrejo-  Cartagueño-  Chachafruto-  Crucero-  El Socorro-  La Herradura-  La Hondura-  La Loma-  La Pava-  La Pescadora-  La Quiebra-  Moritos-  Palmichal",True
postal_130528,130528,1305,state_co_385,rural,"","",True
postal_133537,133537,1335,state_co_382,rural,"","",True
postal_520003,520003,5200,state_co_913,urban,"Aire Libre- Alambra- Atahualpa- Batallón Boyacá- Bellavista I- Bellavista II- Capusiara- Casa Bella II- Centro- El Obrero- El Olivo- El Prado- El Recuerdo- Fátima- Javeriano- Las Américas- Las Lunas- Las Violetas- Los Álamos- Los Balcones- Navarrete- Norm","",True
postal_522520,522520,5225,state_co_964,urban,"","",True
postal_253607,253607,2536,state_co_734,rural,"","ALIANZA- ARRAYAN-  CENTRO 1-  CENTRO 2-  EL PEÑON-  JUAN DE VERA-  LA PATRICIA-  MINAS-  MUÑA-  NAGUY-  PUEBLO VIEJO-  SAN ANTONIO-  SAN MARCOS-  SANTA ROSA-  TORIBA",True
postal_110721,110721,1107,state_co_349,urban,"Bosa Nova- Bosa Nova El Porvenir- Chicó Sur- Ciudadela El Recreo I- Ciudadela El Recreo II- El Remanso- El Remanso I- La Independencia- La Paz Bosa- La Vega San Bernardino- Las Margaritas- Los Sauces- Remanso Urbano- San Antonio- San Bernardino II- San Be","",True
postal_154847,154847,1548,state_co_405,rural,"","Cabecera Municipal- Campo Alegre-  CHigaguta-  Corrales-  Dominguito-  DON LOPE-  El Toro-  La Laja-  Patiño-  Quipe-  Samaria-  San Miguel-  San Pedro-  San Rafael",True
postal_524039,524039,5240,state_co_957,rural,"","",True
postal_521001,521001,5210,state_co_965,urban,"","",True
postal_277010,277010,2770,state_co_796,urban,"","",True
postal_520577,520577,5205,state_co_917,rural,"","Altos de San Pedro- El Pedregal-  Las Palmas-  Limonar-  San Vicente-  Tierras Blancas",True
postal_700003,700003,7000,state_co_1130,urban,"17 de Septiembre- 2 de Septiembre- 20 de Julio- Altos del Rosario- Bogolo- Bongo- Botero I- Botero II- California- Calle del Campo- Camilo Torres- Cerrito Colorado- Chacuri- Chadid- Cielo Azul- Ciudad Satélite- Cruz de Mayo- Divino Salvador I- Divino Salv","",True
postal_172048,172048,1720,state_co_533,rural,"","",True
postal_681027,681027,6810,state_co_1103,rural,"Condominio Campestre Santillana- Edimar","El Guamo- El Jazmín-  Holanda-  La Navarra-  Mesitas de San Javier-  Monterredondo-  Pajonal",True
postal_153867,153867,1538,state_co_498,rural,"","",True
postal_733517,733517,7335,state_co_1173,rural,"","Paradero 2",True
postal_520509,520509,5205,state_co_920,rural,"","La Victoria",True
postal_952001,952001,9520,state_co_1309,urban,"","",True
postal_683031,683031,6830,state_co_1077,urban,"","",True
postal_548017,548017,5480,state_co_1013,rural,"","Alto Rio Chiquito- Asabarincayra-  Barrancas Porvenir-  Beboquira-  Bocas de San Miguel-  Brisas de La Frontera-  C. Ramon-  Campo Raya Alto-  Caño Guaduas-  Caño Indio-  Caño Mariela-  Caño Negro-  Caño Toneles-  Caño Troce-  Casa de Zinc-  Chiquinquira-",True
postal_150469,150469,1504,state_co_426,rural,"","San Antonio Sur- Santa Ana-  Sirata",True
postal_507048,507048,5070,state_co_888,rural,"","Barro Blanco- Dinamarca-  Dinamarca - Patagonia-  El Triunfo-  La Primavera-  Montebello-  Patio Bonito-  Sabanas del Rosario-  San Isidro de Chichimene-  Santa Rosa-  Surimena",True
postal_056818,056818,0568,state_co_271,rural,"","Babarameño- Bellaluz-  Briceño-  Cabecera Municipal Vereda-  Campo Alegre-  Chagerado-  Chibugado-  Chontaduro-  Ñarangue-  Guagua-  Isla-  Jedega-  Loma Murrí-  Opogadó-  Pantanos-  Pueblo Nuevo-  Puerto Antioquia-  San Alejandro-  Turriquitadó Alto-  Tu",True
postal_170001,170001,1700,state_co_518,urban,"Altos de Capri- Asís- Aures- Bella Montaña Hosp Geri- Campo Hermoso- Centro- Chipre- Ciudadela La Linda- Colón- Corintio- Delicias- Estrada- Fanny González- Galán- La Francia- Los Agustinos- Morrogacho- Sacatín- San Ignacio- San José- Santa Helena- Sector","Alto Bonito- Alto Corinto-  La Cuchilla del Salado-  La Francia-  La Linda-  La Palma-  La Quiebra de Vélez-  Manizales-  Morrogacho-  Olivares",True
postal_253601,253601,2536,state_co_734,urban,"","",True
postal_253227,253227,2532,state_co_661,rural,"","ALTO DEL PUEBLO- APOSENTOS-  CAÑADAS-  CAJON-  CAMBULAR-  CARACOL-  CHINIATA-  EL DESCANSO-  EL RETIRO-  GARITA-  GUALIVA-  HATILLO-  MOLINO-  PAJONAL-  PALO BLANCO ALTO-  PALO BLANCO BAJO-  PERIQUITO-  PUEBLO VIEJO-  SAN CRISTOBAL-  VOLCAN",True
postal_190567,190567,1905,state_co_581,rural,"","Agua Sucia- Galilea-  Unión Risaralda",True
postal_501028,501028,5010,state_co_890,rural,"","ARENAL- SAN JUANITO DE GUACAVIA-  SANTA ANA",True
