id,postal_code,postal_zone,city_id:id,zone_type,neighborhoods,villages,active
postal_154828,154828,1548,state_co_447,rural,"","Aguita alta- Guazo-  La Concepción-  La Honda-  La Peña-  Niausa-  Paunita-  Piache y Apicha-  Sabaneta-  Santa Rosa-  Topo Grande",True
postal_230018,230018,2300,state_co_627,rural,"","Buenos Aires- Calle Barrida-  El Corozo-  El Ñeque-  El Higuito-  El Manguito-  Km. 24-  La Pelea-  Los Limones-  Machín-  Plaza Hormiga-  Trementino-  Tres Palos",True
postal_234001,234001,2340,state_co_640,urban,"Anoizar Florez- Buenaventura- Cancún- Candelaria Sector Bajo- Centro- El Mirador- Jagua- La Candelaria Arriba- La Casa Loma- La Libertad- La Lucha- La Paz- La Pesquera- Loma Fresca- Los Laureles- Mucha Jagua- Musa Nader I- Musa Nader II- Nuevo Horizonte-","Belén- Cabecera Municipal-  Café de Piedras-  El Anclar-  El Prado",True
postal_507041,507041,5070,state_co_888,urban,"","Cabecera Municipal- Centro",True
postal_135067,135067,1350,state_co_358,rural,"","Cuatro Bocas- El Bagre-  El Campo Cimitarra-  El Cedro-  Jabonal-  No Le Pases",True
postal_521020,521020,5210,state_co_941,urban,"","",True
postal_271018,271018,2710,state_co_784,rural,"","El Cinco- El Diez-  El Doce-  El Nueve-  El Ocho-  El Piñón-  El Porvenir-  El Siete-  Habita-  La Arboleda-  La Isla-  La Mariela-  San Cayetano",True
postal_155028,155028,1550,state_co_469,rural,"","ALTO REDONDO- Buena Vista-  CACHIPAYAL-  Caviche-  EL BANCO-  Granadillal-  Humbo-  LA LAGUNA-  La Vega-  LAMAL-  Macanal-  Minasal-  PEÑA BLANCA-  PIEDRA CANDELA-  Platanilla-  Ramal-  Sevilla-  Tananay-  Tapaz-  Tapaz de la Vega-  Teusaquillo",True
postal_173007,173007,1730,state_co_530,rural,"","Cabecera Municipal- La Laguna-  Las Penas-  Naranja",True
postal_153647,153647,1536,state_co_515,rural,"","",True
postal_732060,732060,7320,state_co_1161,urban,"","",True
postal_443008,443008,4430,state_co_840,rural,"","",True
postal_110811,110811,1108,state_co_349,urban,"El Tintal III- El Tintal IV- La Magdalena- Osorio II- Tintalá- Vereda El Tintal Rural- Vereda El Tintal Urbano","",True
postal_701070,701070,7010,state_co_1143,urban,"9 de Abril- Calle Baja- Chambacú- La Candelaria- La Parroquia- La Plaza- Marianas- Palito- Rincón Centro- Sabanas de Medellín- San Rafael","",True
postal_132518,132518,1325,state_co_366,rural,"","",True
postal_687571,687571,6875,state_co_1090,urban,"Cabecera del Llano- Campo Alegre- Centro- El Pesebre- Granjas de Campo Alegre- La Loma- La Popa- Maria Paz- Pinos de Bellavista- San Jorge- Santa Bárbara","Betania- Cabecera Municipal-  La Laguna-  Manchadores-  Rayitos-  Santo Domingo",True
postal_544558,544558,5445,state_co_979,rural,"","Almendro- Caney-  El Carbón-  El Egredo-  Estocolmo-  Helechal Bajo-  La Aguada-  La Carrera-  Mohan-  Peñitas-  Peñon-  Playoncito-  Quebrada Grande-  San Joaquin-  San Onofre-  Santo Domingo-  Volcan",True
postal_700002,700002,7000,state_co_1130,urban,"6 de Febrero- 8 de Diciembre- Alfonso Lopez- Antonio Nariño- Argelia- Barlovento- Bolívar- Candelaria- Caribe- Carmen- Cocuelo- Corea- Cortijo- Divino Niño- El Brujo- El Maizal- El Zumbado- España- Esperanza- Gaitán- Gaitán II- Gran Colombia- Independenci","",True
postal_630008,630008,6300,state_co_1017,rural,"","",True
postal_410008,410008,4100,state_co_802,rural,"","Agua Blanca- ARENOSO-  CAGUAN-  Caguán-  Ceibas Afuera-  Chapuro-  El Centro - Sur-  EL DINDE-  EL TRIUNFO-  El Triunfo - Sur-  LA MEDINA-  Lindosa-  Normandía-  San Bartolo-  SAN BARTOLO-  SAN BARTOLO-  SAN MIGUEL-  Santa Bárbara",True
postal_544030,544030,5440,state_co_985,urban,"","",True
postal_252007,252007,2520,state_co_659,rural,"","EL PLACER- GUAYABAL-  SAN PATRICIO",True
postal_250840,250840,2508,state_co_708,urban,"","",True
postal_278050,278050,2780,state_co_796,urban,"","",True
postal_548010,548010,5480,state_co_1013,urban,"","",True
postal_052037,052037,0520,state_co_322,rural,"","Chorros Blancos Arriba- El Hormiguero-  La Bramadora-  La Carolina-  Rosarito-  Santa Rita-  Tobón-  Yarumarito",True
postal_195508,195508,1955,state_co_584,rural,"","",True
postal_543050,543050,5430,state_co_1002,urban,"4 de Julio- Afanador- Brighton- Cariongo- Centro- Chapinero- Chichira- Cote Lamus- Cristo Rey Parte Alta- Cristo Rey Parte Baja- El Arenal- El Buque- El Camellón- El Carmen- El Guamo- El Olivo- El Progreso- Galán- Humilladero- Juan XXIII- Jurado- La Esper","",True
postal_440017,440017,4400,state_co_839,rural,"","",True
postal_681541,681541,6815,state_co_1054,urban,"","",True
postal_085008,085008,0850,state_co_342,rural,"","",True
postal_052077,052077,0520,state_co_260,rural,"","Camelia Baja- El Ceibo-  El Eden-  El Recreo-  El Recreo-  El Tejar-  El Tinto-  Finlandia-  La Cueva-  La Hermosa-  La Maria-  Los Venados-  Maniceros-  Palmichal-  San Luis-  Villegas",True
postal_475028,475028,4750,state_co_867,rural,"","",True
postal_194029,194029,1940,state_co_577,rural,"","",True
postal_195567,195567,1955,state_co_563,rural,"","Agua Clara- Alpes-  Altamira-  Altamira-  Angostura-  Arboleda-  Bajo San Antonio-  Bello Horizonte-  Bolivia-  Bombillal-  Botafogo-  Buena Vista-  Buenos Aires-  Cabecera Municipal-  Campo Alegre-  Campobello-  Cañaveral-  Comunidad Negra Napi-  Comunid",True
postal_151601,151601,1516,state_co_413,urban,"","",True
postal_274038,274038,2740,state_co_791,rural,"","",True
postal_540013,540013,5400,state_co_977,urban,"Buenos Aires- Claret- Comuneros- La Hermita- La Laguna- Motilones- Ospina Pérez- Tucunare","",True
postal_201017,201017,2010,state_co_611,rural,"","",True
postal_175030,175030,1750,state_co_525,urban,"Alfonso Lopez- El Reposo- Ferro México- La Concordia- La Fortuna- Las Ferias- Los Andes- Urbanización El Paraíso- Urbanización Pitalito- Urbanización Villa Esperanza- Victoria Real","",True
postal_763047,763047,7630,state_co_1210,rural,"","",True
postal_232540,232540,2325,state_co_647,urban,"16 de Junio- 3 de Mayo- Alfonso Lopez- Andrés Rodriguez- Belalcázar- Bosque Baraji- Bosque Centro- Brisas y Corea- Camilo Torres- Centenario- Costa Norte- El Carmen- El Centro- El Corocito- El Porvenir- El Prado- El Socorro- El Triunfo- Guayabal- Julio Ju","Cabecera Municipal- Sahagún",True
postal_154807,154807,1548,state_co_463,rural,"","Capez y CHorrera- Caracol-  Casco Urbano-  Furatena y Puri-  Ibama-  Miabe-  Moral y Loma Alta-  Piedra Gorda-  Pistoraque Santa Rosa-  Pueblo Viejo-  Quipama y Oquina-  Topito y Quibuco-  Tune y Guamal",True
postal_050001,050001,0500,state_co_201,urban,"Andalucía- La Francia- La Frontera- La Isla- Pablo VI- Playón de Los Comuneros- Villa del Socorro- Villa Niza","",True
postal_476057,476057,4760,state_co_882,rural,"","",True
postal_990008,990008,9900,state_co_1316,rural,"","",True
postal_735027,735027,7350,state_co_1168,rural,"","",True
postal_704017,704017,7040,state_co_1132,rural,"","",True
postal_253010,253010,2530,state_co_769,urban,"","",True
postal_522547,522547,5225,state_co_922,rural,"","Brisas- Cajabamba-  Campamento-  Caracol-  El Cucho-  El Edén-  El Guabo-  El Guabo Alto-  El Juncal-  El Tejar-  Hatillo-  Hatillo Bajo-  La Aguada-  Paltapamba-  Rosario Bajo-  Rumipamba-  San Antonio-  San José del Salao-  Tinajillas-  Villa Inés",True
postal_150440,150440,1504,state_co_460,urban,"Cartagena- Centro- Corintio- El Bosque- Fátima- Gaitán- Las Quintas- Libertadores- Los Rosales- Pablo Solano- Primero de Mayo- San Felipe- San Miguel- Sausalito- Villa Jardín- Villa Panorama- Villa vianey","Cabecera Municipal- Cruz de Bonza-  El Tejar-  La Esperanza-  Llano Grande-  Mirabal-  Romita-  Rosal-  Toibita",True
postal_546050,546050,5460,state_co_996,urban,"","",True
postal_185037,185037,1850,state_co_553,rural,"","Rochela Baja",True
postal_153487,153487,1534,state_co_496,rural,"","Cabecera municipal- Otro Lado-  Quebrada Vieja-  Runta",True
postal_545550,545550,5455,state_co_981,urban,"Betania- El Córdoba- El Centro- El Palomar","Cabecera Municipal- San Miguel",True
postal_050025,050025,0500,state_co_201,urban,"Diego Echavarría- Granada- Las Playas- San Bernardo","",True
postal_180001,180001,1800,state_co_545,urban,"Alamos- Alfonso Lopez- Altos de La Colina- Brisas del Hacha- Buenos Aires Alto- Buenos Aires Bajo- Cementerio- Centro- Circacia- El Cunduy- El Raicero- El Torasso Alto- El Torasso Bajo- Galán- Guamal- Hernando Turbay- Incora- Jericó- Jorge Augusto Sánchez","",True
postal_134008,134008,1340,state_co_373,rural,"","",True
postal_185057,185057,1850,state_co_560,rural,"","Bolivia- Campo Alegre-  Chapinero-  El Temblón-  Fuente Hermosa-  La candido-  La Mono Bajo-  Paraiso-  Venadito",True
postal_152087,152087,1520,state_co_406,rural,"","",True
postal_080020,080020,0800,state_co_326,urban,"Altamira- Altos del Prado- América- Betania- Campo Alegre- Ciudad Jardín- El Poblado- El Porvenir- El Tabor- Granadillo- La Campiña- La Cumbre- Las Mercedes- Los Alpes- Los Jobos- Los Nogales- Nuevo Horizonte- San Vicente- Santa Mónica- Villa Santos","",True
postal_154428,154428,1544,state_co_414,rural,"","",True
postal_812010,812010,8120,state_co_1247,urban,"20 de Julio- El Centro- El Estero- El Progreso- El Triunfo- Villa Llano","Aeropuerto- Cabecera Municipal-  El Brillante-  Samuco-  San José",True
postal_950007,950007,9500,state_co_1306,rural,"","Agua Bonita- Alto Cachicano-  Alto Cerritos-  Caño Bonito-  Caño Dante-  Caño Flauta-  Capricho-  Caracoles-  El Cristal-  El Dorado-  El Paraíso-  El Refugio-  El Retiro-  El Rosal-  El Tigre-  El Turpal-  La Leona-  La Pizarra-  Las Colinas-  Las Orquid",True
postal_686538,686538,6865,state_co_1116,rural,"","EL CEIBAL- EL LEON-  GUADUAL-  NUEVO MUNDO",True
postal_684039,684039,6840,state_co_1112,rural,"","Chapala- Guarigua Alto-  Guarigua Bajo-  La Flora-  La Laja-  Las Joyas-  Los Pozos-  Montecitos Alto-  Volador",True
postal_202038,202038,2020,state_co_624,rural,"","",True
postal_056047,056047,0560,state_co_231,rural,"","Agrovillas- Aguadita Chiquita-  Aguadita Grande-  Barro Blanco-  Buenos Aires-  Cabecera Municipal-  Cañas-  Chirapoto-  Conde-  El Balso-  El Guayabo-  El Libano-  El Roble-  Guayabal-  Hojas Anchas-  Hojas Anchas-  La Cascada-  La Esmeralda-  La Frisole",True
postal_995008,995008,9950,state_co_1318,rural,"","San Teodoro",True
postal_053040,053040,0530,state_co_303,urban,"","",True
postal_543018,543018,5430,state_co_980,rural,"","Aguablanca- Buenavista Alto-  Buenavista Baja-  Cabecera Municipal-  Colonia-  Diferendo Cucutilla-  Las Isabeles-  Laurel-  Limoncito-  Nebraska-  Peñaviva-  Porvenir Alto-  Porvenir Bajo-  San Antonio de La Torre-  Septimaly-  Tescua-  Zarcuta",True
postal_194087,194087,1940,state_co_562,rural,"","El Diviso- Julián-  La Playa-  Ledezma-  Los Remedios-  Villa María",True
postal_684001,684001,6840,state_co_1091,urban,"","",True
postal_154677,154677,1546,state_co_404,rural,"","Aguasal- Boquipi-  Monte y Pinal-  Resguardo-  Varela-  Vueltas",True
postal_251030,251030,2510,state_co_714,urban,"","",True
postal_856018,856018,8560,state_co_1253,rural,"","Aguazul- Atalayas-  Bellavista-  Coralta-  El Charte-  El Guineo-  El Milagro-  El Rincon Del Bubuy-  El Rincon La Esmeralda-  El Salitre-  El Tesoro Bubuy-  El Viso-  Iguamena-  La Argelia-  La Esmeralda-  La Esperanza-  Los Guaduales-  Palo Solo-  Piñal",True
postal_682511,682511,6825,state_co_1113,urban,"","",True
postal_541018,541018,5410,state_co_998,rural,"","Batatas- California-  Corozal-  El Trapiche-  Villas de Corozal",True
postal_233007,233007,2330,state_co_643,rural,"","",True
postal_110531,110531,1105,state_co_349,urban,"Brisas del Llano- Chapinerito- El Bosque- El Bosque Central- El Bosque Central I- El Bosque Sur Oriental- El Bosque Sur Oriental Rural I- El Bosque Sur Oriental Rural I- El Nuevo Portal- El Nuevo Portal II- El Nuevo Portal II Rural- El Portal del Divino-","",True
postal_545510,545510,5455,state_co_991,urban,"Alfonso Lopez- El Centro- El Triunfo- Francisco de Paula Santander- La Alejandra- La Ayala- Pueblo Nuevo","",True
postal_056810,056810,0568,state_co_271,urban,"","Guamal",True
postal_705030,705030,7050,state_co_1134,urban,"12 De Enero- 2 De Febrero- Asobipoba- Buenos Aires- Calle Nueva- Cartagena De Indias- Dager Chadid- Divino Niño- Doce De Octubre- Dulce Nombre De Jesús- El Carmen- El Ceibon- El Oasis- Isla Grande- La Concepción- La Isla- La Josefina- La Macarena- Las Alb","",True
postal_056010,056010,0560,state_co_262,urban,"","",True
postal_543057,543057,5430,state_co_1002,rural,"El Zulia- San Luis","Caima- Cunuba-  El Alizal-  El Palchal-  Iscaligua-  Jurado-  Llano Castro-  Navarro-  Peñas-  Sabagua-  Sabaneta Alta-  Sabaneta Baja-  San Francisco-  San José de Tonchala-  Tampanqueba",True
postal_051817,051817,0518,state_co_209,rural,"","Alto Rin- Chocho-  Chocho Loma-  Chocho Río-  El Oasi-  El Socorro-  Guajira Abajo-  Guajira Arriba-  La Trinida-  Los Pantanos-  Montañita-  Pajarito Abajo-  Palmas-  Quiebra-  Quiebra Abajo-  Quiebra Arriba-  San Antonio-  Tanche Viejo-  Tenche Algodón",True
postal_052047,052047,0520,state_co_289,rural,"","Aguacatal- El Filo-  El Morro-  El Peñol-  El Roble-  El Vergel-  La Argentina-  La Chorrera-  La Cordillera-  La Legia-  La Loma-  La Zorra-  San Miguel-  Santa Gertrudis",True
postal_056420,056420,0564,state_co_319,urban,"","La Amalia- Zona Urbana",True
postal_232007,232007,2320,state_co_639,rural,"","Bellavista- Betulia (Bocón)-  Bijao-  Cabecera Municipal-  Cerro de Piedra-  Comejen-  Comején-  Cuatro Vientos-  Escobar-  Florizan-  la Sierra-  Los Limos-  Momil-  Palma Larga-  Paticos-  Pereira-  Sabaneta-  San Miguel",True
postal_730010,730010,7300,state_co_1156,urban,"","Cay Pyo- Chapaton Sector Rural-  El Cural-  El Gallo-  Pie de Cuesta las Maravillas-  Santa Teresa",True
postal_051810,051810,0518,state_co_209,urban,"","Batea Seca- Cabecera Municipal-  Los Pinos-  Pajarito Arriba",True
postal_153630,153630,1536,state_co_511,urban,"","",True
postal_052468,052468,0524,state_co_309,rural,"","Anaparo- Curumana-  La Union-  Las Acacias",True
postal_681001,681001,6810,state_co_1075,urban,"Alares- Altoviento 1- Altoviento 2- Andalucía- Aranjuez- Arrayanes- Balcón de Alares- Belencito- Bellavista- Bosques del Payador- Caldas- Carabelas- Cerros de Las Villas- Ciudad Jardín- Colón- El Dorado- El Oasis- El Reposo- Fátima- Hacienda San Juan- Hog","",True
postal_132001,132001,1320,state_co_363,urban,"","",True
postal_546010,546010,5460,state_co_1015,urban,"","",True
postal_470008,470008,4700,state_co_854,rural,"","",True
postal_052427,052427,0524,state_co_275,rural,"","Granada (Cabecera Municipal)- La Trinidad-  Londres-  Madre de Dios-  San Mateo-  Santa María",True
postal_204060,204060,2040,state_co_615,urban,"","",True
postal_270002,270002,2700,state_co_771,urban,"","",True
postal_081020,081020,0810,state_co_347,urban,"","",True
postal_816017,816017,8160,state_co_1246,rural,"","Aguachica- Angelitos B-  Arauquita_Arauca-  Área Petrolera-  Barranquilla-  Bocas del Bayonero-  Bocas del Jujú-  Brisas del Palmar-  Brisas del Salto-  Brisas del Salto-  Campamento-  Campo Alegre-  Campo Cinco-  Caño Arena-  Caño Boga-  Caño Limon-  Cañ",True
postal_734027,734027,7340,state_co_1178,rural,"El Tablazo","",True
postal_683041,683041,6830,state_co_1121,urban,"","Juda",True
postal_153648,153648,1536,state_co_515,rural,"","Centro- Compromiso-  Frutillo-  Montoya",True
postal_914057,914057,9140,state_co_1288,rural,"","",True
postal_761537,761537,7615,state_co_1240,rural,"","Bosqueculebra- Calamar-  Campoalegre-  Chontaduro-  Coconuco-  El Arenillo-  El Balsal-  El Castillo-  El Cedral-  El Diamante-  El Embal-  El Jigual-  El Rubí-  El Silencio-  Guaimaral-  La Arabia-  La Consolida-  La Cristalina-  La Rayada-  La Robleda-",True
postal_545017,545017,5450,state_co_1008,rural,"","Cabecera Municipal- Cornejo-  Guaduas-  La Ensillada-  La Palma-  Santa Rosa",True
postal_050017,050017,0500,state_co_201,rural,"","Barro Blanco- El Llano SE-  El Placer-  El Plan-  Mazo-  Perico-  Piedra Gorda",True
postal_251048,251048,2510,state_co_744,rural,"","ARRAYANES- CACICAZGO-  CHINATA-  CRUCES-  CUAYA-  GUITA-  PEÑA NEGRA-  PUEBLO VIEJO-  SANTA BARBARA-  TAUSAQUIRA-  TENERIA-  TURMAL",True
postal_152820,152820,1528,state_co_483,urban,"","",True
postal_231528,231528,2315,state_co_649,rural,"","Anapoima- Arenal-  Barrio lindo-  El Descanso-  El Socorro-  El Tigre-  San Pedro de Hondo-  Santa Rita-  Santa Rosa",True
postal_052818,052818,0528,state_co_305,rural,"","Campo Alegre- Chorro Lindo-  Cuturu Abajo-  Cuturu Arriba-  Laureles-  Popales-  Puerto Calavera-  Quebradona-  Remedios_Antioquia",True
postal_232528,232528,2325,state_co_634,rural,"San MartÝn","",True
postal_203007,203007,2030,state_co_606,rural,"","",True
postal_051820,051820,0518,state_co_254,urban,"","El Morro- La Montañita",True
postal_181039,181039,1810,state_co_551,rural,"","",True
postal_200003,200003,2000,state_co_602,urban,"20 de Marzo- Colegio Loperena- Don Carmelo- El Oasis- El Prado- El Páramo- La Felicidad- La Manuelita- Los Álamos- Mareigua- Nuevo Milenio- Primero de Mayo- Rincón de Ziruma- Rueda- San Francisco- San Martín- Siete de Agosto- Urbanización OG.B- Valle Mesa","",True
postal_252028,252028,2520,state_co_732,rural,"","ALEJANDRA- EL DIAMANTE-  El Toldo-  EL TULCAN-  HONDURAS-  LA GRACIELA-  LAUREL BAJO-  LOS ANDES-  San Antonio",True
postal_732007,732007,7320,state_co_1172,rural,"","Buenos Aires- Campo Alegre-  El Cucharo-  El Real-  El Socorro-  Filomena-  La Ceiba-  La Cumba-  La Esperanza-  La Libertad-  La María-  La Noria-  Lajas-  Los Pinos-  Paraíso-  Paujil-  Pavas-  Piedras Negras-  Pirsa-  Pompona-  San Antonio-  Santa Rosa",True
postal_952007,952007,9520,state_co_1309,rural,"","Caño Magiña- La Reforma-  Laye-  Mate Guadua",True
postal_731560,731560,7315,state_co_1174,urban,"","",True
postal_181050,181050,1810,state_co_552,urban,"","",True
postal_235007,235007,2350,state_co_644,rural,"","",True
postal_231508,231508,2315,state_co_650,rural,"","",True
postal_703077,703077,7030,state_co_1139,rural,"","",True
postal_861001,861001,8610,state_co_1279,urban,"","",True
postal_972008,972008,9720,state_co_1312,rural,"","",True
postal_193597,193597,1935,state_co_571,rural,"","",True
postal_664048,664048,6640,state_co_1032,rural,"","Columbia- El Aguacate-  El Porvenir-  Santa Elena-  Sirguia-  Valdelomar",True
postal_111051,111051,1110,state_co_349,urban,"Boyacá- Florencia- Florida Blanca- La Granja- La Soledad Norte- Los Álamos- París- Santa Helenita- Santa María- Tabora","",True
postal_253220,253220,2532,state_co_661,urban,"","CENTRO",True
postal_734048,734048,7340,state_co_1169,rural,"","Aceituno- Alto Torres-  Bajas-  Bocas del Salero-  Bocas del Salero-  Bojitos-  Chicalá-  Chitato-  Cimalta-  Cuatromil-  El Caimito-  El Crucero-  El Cuinde-  Gaverales-  La Arcadia-  La Profunda-  La Unión-  La Vega-  La Vega de Cuinde-  La Yuca-  Lozan",True
postal_412067,412067,4120,state_co_816,rural,"","ALTO DAMITAS- BACHECITO-  BACHECITO-  BUENOS AIRES-  CEDRO DAMITAS-  EL CARMEN-  EL PALMITO-  EL TOTE-  EL VERGEL-  ESTAMBUL-  JAHO-  JARON-  LA ARMENIA-  LA FLORESTA-  LAS BRISAS-  LEJANIAS-  NAZARETH-  PARAISO-  PARQUE NATURAL NACIONAL NEVADO DEL HUILA-",True
postal_854038,854038,8540,state_co_1268,rural,"","",True
postal_276057,276057,2760,state_co_793,rural,"","",True
postal_526501,526501,5265,state_co_943,urban,"","",True
postal_185030,185030,1850,state_co_553,urban,"","",True
postal_524067,524067,5240,state_co_940,rural,"","Inchuchala- Miraflores",True
postal_057847,057847,0578,state_co_213,rural,"","Alto Bonito- Arenas Altas-  Arenas Baja-  Bajo del Oso-  Buena Vieja-  Buenos Aires-  Cabecera Municipal-  Casa Verde-  Churidó Medio-  Churidó Pueblo-  Churidó Puente-  Churidó Sinai-  El Cuchillo-  El Gas-  El Guaro-  El Guineo-  El Guineo Alto-  El Osi",True
postal_662001,662001,6620,state_co_1036,urban,"","Azufral- Caimalito-  La Aurora-  La Bodega-  La Carbonera",True
postal_052820,052820,0528,state_co_283,urban,"","",True
postal_522540,522540,5225,state_co_922,urban,"","Cabecera Municipal- Consaca-  La Loma-  Veracruz",True
postal_682037,682037,6820,state_co_1096,rural,"","El Hobo- Lagunita",True
postal_253658,253658,2536,state_co_762,rural,"","CACAHUAL- Cachipay-  Chontecito-  Copero-  La Bolsa-  Los Sauces-  Novillero-  Pinzaima",True
postal_131017,131017,1310,state_co_392,rural,"","",True
postal_506021,506021,5060,state_co_893,urban,"","El Diamante",True
postal_154617,154617,1546,state_co_473,rural,"","Molino",True
postal_763042,763042,7630,state_co_1210,urban,"Condominio Aures- Condominio Portales del Río- El Albergue- El Carmelo- El Molino- José María Cabal- La Merced- Stambul- Urbanización Altos de Guadalupe- Urbanización Aures- Urbanización Julia- Urbanización La Catalina- Urbanización La Esperanza- Urbaniza","",True
postal_153030,153030,1530,state_co_493,urban,"","",True
postal_231001,231001,2310,state_co_641,urban,"","",True
postal_970001,970001,9700,state_co_1310,urban,"","",True
postal_732068,732068,7320,state_co_1161,rural,"","Alto del Oso- Cavandia-  Delicias del Convenio-  El Mango-  El Sirpe-  La India-  Tavera",True
postal_252208,252208,2522,state_co_723,rural,"","COSTA RICA- JUAN VIEJO-  LA ARGENTINA-  SAN PABLO",True
postal_186070,186070,1860,state_co_556,urban,"","",True
postal_057038,057038,0570,state_co_224,rural,"","Bubara- Cabecera Municipal-  Chuchunco-  Costas-  Higabra-  La Palma-  Llano Grande-  Los Arados-  Mi Puerto-  Siara-  Usil",True
postal_733510,733510,7335,state_co_1173,urban,"","",True
postal_152840,152840,1528,state_co_446,urban,"","",True
postal_760529,760529,7605,state_co_1216,rural,"","",True
postal_201001,201001,2010,state_co_620,urban,"","",True
postal_153807,153807,1538,state_co_471,rural,"","Candelaria Occidente- Candelaria Oriente-  Carapacho-  Casablanca-  Chinguichanga-  El Tintal-  Firita Peña Abajo-  Gachaneca-  Quebrada Arriba-  Resguardo Occidente-  Resguardo Oriente-  Roa-  Tapias",True
postal_230538,230538,2305,state_co_652,rural,"","Boca de López- Bongamella-  Cañoelar-  El Caño-  El Chajan-  El Diluvio-  El Napal-  La Majagua-  Los Guamos-  San Francisco-  San Rafael-  Santa Rosa",True
postal_080002,080002,0800,state_co_326,urban,"Base Naval- Bellavista- Boston- Colombia- El Prado- Las Delicias- Modelo- Montecristo- Rosario- San Francisco- Santana","",True
postal_414067,414067,4140,state_co_825,rural,"","ALPES- ALTO CALOTO-  ALTO CORAL NUEVA IRLANDA-  ALTO SAN ISIDRO-  CALOTO-  CAUCHAL-  Chanavaco-  CHIMBAYACO-  CHORRILLOS-  CUSCO-  EL CARMEN-  EL CORAL-  EL RETIRO-  EL SOCORRO-  INDEPENDENCIA-  LOS OLIVOS-  MIRADOR-  MONSERRATE-  PEÑA NEGRA-  PITAL-  REC",True
postal_503001,503001,5030,state_co_905,urban,"","",True
postal_816019,816019,8160,state_co_1246,rural,"","La Conquista- Plata Rica-  Puerto Rico-  San Pedro",True
postal_524008,524008,5240,state_co_924,rural,"","El LLano- Quebrada Blanca",True
postal_251420,251420,2514,state_co_711,urban,"","",True
postal_190003,190003,1900,state_co_561,urban,"1 de Mayo- Alfonso Lopez- Argentina- Avelino Ul- Berlín- Bloques Moscopan- Cadillal- Calicanto- Centro- Colgate Palmolive- Colombia I Etapa- El Achiral- El Boqueron- El Dean- El Empedrado- El Lago- El Limonar- El Poblado- El Prado- Fucha- Gabriel García M","",True
postal_050011,050011,0500,state_co_201,urban,"Batallón Girardot- El Pomar- El Raizal- La Cruz- Manrique Central No.2- Manrique Oriental- Versalles No.1- Versalles No.2","",True
postal_131007,131007,1310,state_co_391,rural,"","",True
postal_052038,052038,0520,state_co_322,rural,"","Chorros Blancos- El Retiro-  La Bella-  La Gabriela-  Ochalí-  San Antonio-  Santa Juana",True
postal_730507,730507,7305,state_co_1187,rural,"","",True
postal_153607,153607,1536,state_co_439,rural,"","",True
postal_661028,661028,6610,state_co_1041,rural,"","Termales",True
postal_942018,942018,9420,state_co_1300,rural,"","",True
postal_250210,250210,2502,state_co_679,urban,"","",True
postal_054450,054450,0544,state_co_304,urban,"","",True
postal_853018,853018,8530,state_co_1269,rural,"","El Toro",True
postal_761001,761001,7610,state_co_1208,urban,"","",True
postal_152257,152257,1522,state_co_429,rural,"","Alizal- Alizal-  Cabecera Municipal-  El Hato-  El Hato-  Estancias Contiguas-  Estancias Contiguas-  Esterillal-  La Carrera-  La Carrera-  Naranjo-  Pastoreros-  Patrocinio-  Patrocinio-  Toledo-  Venta de Llano-  Villita y Malpaso",True
postal_545030,545030,5450,state_co_1009,urban,"","",True
postal_527038,527038,5270,state_co_931,rural,"","",True
postal_687508,687508,6875,state_co_1071,rural,"","Maravillas- Montenegro-  San José de La Montaña",True
postal_183019,183019,1830,state_co_548,rural,"","",True
postal_055818,055818,0558,state_co_244,rural,"","Arenales- Charrascal-  El Palón-  Fátima-  Filo Arboledas-  Filo de San José-  Guayabal-  La Clara-  La Holanda-  La Pradera-  LLano San Jose-  Murrapal-  Palo Blanco-  San Nicolas-  Santa Bárbara",True
postal_235047,235047,2350,state_co_630,rural,"","Las Pavas- Quebrada del Medio-  San Rafael-  Tenerife",True
postal_762540,762540,7625,state_co_1212,urban,"Daniel Gutiérrez Arango- El Carmen- El Obrero- El Recreo- Fundadores- Kennedy- La Camelia- La Ciudadela- La Gerencia- Las Américas- Las Carmelitas- Lleras- María Inmaculada- Urbanización La Guyana- Urbanización La Isabela- Valle del Cauca- Zúñiga","Barragán- Bosque-  Brillante-  Cabecera Municipal-  Montegrande-  Rivera",True
postal_182058,182058,1820,state_co_555,rural,"","",True
postal_080015,080015,0800,state_co_326,urban,"Ciudad Modesto- El Pueblo- La Manga- La Pradera- Las Estrellas- Los Angeles- Los Olivos I- Los Olivos II- Por Fín- Terrenos Pastoral Social","",True
postal_445047,445047,4450,state_co_847,rural,"","",True
postal_735517,735517,7355,state_co_1185,rural,"","Arroyuelo- Balsillas-  Bocas de Tetuan-  Callejon Canali-  Canali-  Chicala C-  Guatavita boca o.-  Guatavita Tua.-  La Calera-  La Primavera-  La Sierrita-  La Sortija-  Los Colorados-  Nicolas R-  Palermo-  Potosi-  Rincon de Canali-  San Antonio Cuch.-",True
postal_176040,176040,1760,state_co_534,urban,"","",True
postal_055410,055410,0554,state_co_259,urban,"Balcones de Sevilla- Calatrava- El Progreso- Ferrara- La Aldea- Loma Linda- Santa María No 1- Terranova","Ajizal- El Porvenir-  El Predegal-  El Progreso-  El Rosario-  Los Gómez",True
