id,code,name
lavish_hr_payroll.cie10_g99,G99,Otros trastornos del sistema nervioso en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_h00,H00,Orzuelo y calacio
lavish_hr_payroll.cie10_h01,H01,Otras inflamaciones del parpado
lavish_hr_payroll.cie10_h02,H02,Otros trastornos de los parpados
lavish_hr_payroll.cie10_h04,H04,Trastornos del aparato lagrimal
lavish_hr_payroll.cie10_h05,H05,Trastornos de la orbita
lavish_hr_payroll.cie10_h10,H10,Conjuntivitis
lavish_hr_payroll.cie10_h11,H11,Otros trastornos de la conjuntiva
lavish_hr_payroll.cie10_h15,H15,Trastornos de la esclerotica
lavish_hr_payroll.cie10_h16,H16,Queratitis
lavish_hr_payroll.cie10_h17,H17,Opacidades y cicatrices corneales
lavish_hr_payroll.cie10_h18,H18,Otros trastornos de la cornea
lavish_hr_payroll.cie10_h19,H19,Trastornos de la esclerotica y de la cornea en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_h20,H20,Iridociclitis
lavish_hr_payroll.cie10_h21,H21,Otros trastornos del iris y del cuerpo ciliar
lavish_hr_payroll.cie10_h22,H22,Trastornos del iris y del cuerpo ciliar en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_h25,H25,Catarata senil
lavish_hr_payroll.cie10_h26,H26,Otras cataratas
lavish_hr_payroll.cie10_h27,H27,Otros trastornos del cristalino
lavish_hr_payroll.cie10_h28,H28,Catarata y otros trastornos del cristalino en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_h30,H30,Inflamacion coriorretiniana
lavish_hr_payroll.cie10_h31,H31,Otros trastornos de la coroides
lavish_hr_payroll.cie10_h32,H32,Trastornos coriorretinianos en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_h33,H33,Desprendimiento y desgarro de la retina
lavish_hr_payroll.cie10_h34,H34,Oclusion vascular de la retina
lavish_hr_payroll.cie10_h35,H35,Otros trastornos de la retina
lavish_hr_payroll.cie10_h36,H36,Trastornos de la retina en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_h40,H40,Glaucoma
lavish_hr_payroll.cie10_h42,H42,Glaucoma en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_h43,H43,Trastornos del cuerpo vitreo
lavish_hr_payroll.cie10_h44,H44,Trastornos del globo ocular
lavish_hr_payroll.cie10_h45,H45,Trastornos del cuerpo vitreo y del globo ocular en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_h46,H46,Neuritis optica
lavish_hr_payroll.cie10_h47,H47,Otros trastornos del nervio optico y de las vias opticas
lavish_hr_payroll.cie10_h48,H48,Trastornos del nervio optico y de las vias opticas en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_h49,H49,Estrabismo paralitico
lavish_hr_payroll.cie10_h50,H50,Otros estrabismos
lavish_hr_payroll.cie10_h51,H51,Otros trastornos de los movimientos binoculares
lavish_hr_payroll.cie10_h52,H52,Trastornos de la acomodacion y de la refraccion
lavish_hr_payroll.cie10_h53,H53,Alteraciones de la vision
lavish_hr_payroll.cie10_h54,H54,Ceguera y disminucion de la agudeza visual
lavish_hr_payroll.cie10_h55,H55,Nistagmo y otros movimientos oculares irregulares
lavish_hr_payroll.cie10_h57,H57,Otros trastornos del ojo y sus anexos
lavish_hr_payroll.cie10_h58,H58,Otros trastornos del ojo y sus anexos en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_h59,H59,Trastornos del ojo y sus anexos consecutivos a procedimientos no clasificados en otra parte
lavish_hr_payroll.cie10_h60,H60,Otitis externa
lavish_hr_payroll.cie10_h61,H61,Otros trastornos del oido externo
lavish_hr_payroll.cie10_h62,H62,Trastornos del oido externo en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_h65,H65,Otitis media no supurativa
lavish_hr_payroll.cie10_h66,H66,Otitis media supurativa y la no especificada
lavish_hr_payroll.cie10_h67,H67,Otitis media en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_h68,H68,Inflamacion y obstruccion de la trompa de Eustaquio
lavish_hr_payroll.cie10_h69,H69,Otros trastornos de la trompa de Eustaquio
lavish_hr_payroll.cie10_h70,H70,Mastoiditis y afecciones relacionadas
lavish_hr_payroll.cie10_h71,H71,Colesteatoma del oido medio
lavish_hr_payroll.cie10_h72,H72,Perforacion de la membrana timpanica
lavish_hr_payroll.cie10_h73,H73,Otros trastornos de la membrana timpanica
lavish_hr_payroll.cie10_h74,H74,Otros trastornos del oido medio y de la apofisis mastoides
lavish_hr_payroll.cie10_h75,H75,Otros trastornos del oido medio y de la apofisis mastoides en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_h80,H80,Otosclerosis
lavish_hr_payroll.cie10_h81,H81,Trastornos de la funcion vestibular
lavish_hr_payroll.cie10_h82,H82,Sindromes vertiginosos en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_h83,H83,Otros trastornos del oido interno
lavish_hr_payroll.cie10_h90,H90,Hipoacusia conductiva y neurosensorial
lavish_hr_payroll.cie10_h91,H91,Otras hipoacusias
lavish_hr_payroll.cie10_h92,H92,Otalgia y secrecion del oido
lavish_hr_payroll.cie10_h93,H93,Otros trastornos del oido no clasificados en otra parte
lavish_hr_payroll.cie10_h94,H94,Otros trastornos del oido en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_h95,H95,Trastornos del oido y de la apofisis mastoides consecutivos a procedimientos no clasificados en otra parte
lavish_hr_payroll.cie10_i10,I10,Hipertension esencial (primaria)
lavish_hr_payroll.cie10_i11,I11,Enfermedad cardiaca hipertensiva
lavish_hr_payroll.cie10_i12,I12,Enfermedad renal hipertensiva
lavish_hr_payroll.cie10_i13,I13,Enfermedad cardiorrenal hipertensiva
lavish_hr_payroll.cie10_i15,I15,Hipertension secundaria
lavish_hr_payroll.cie10_i20,I20,Angina de pecho
lavish_hr_payroll.cie10_i21,I21,Infarto agudo del miocardio
lavish_hr_payroll.cie10_i22,I22,Infarto subsecuente del miocardio
lavish_hr_payroll.cie10_i23,I23,Ciertas complicaciones presentes posteriores al infarto agudo del miocardio
lavish_hr_payroll.cie10_i24,I24,Otras enfermedades isquemicas agudas del corazon
lavish_hr_payroll.cie10_i25,I25,Enfermedad isquemica cronica del corazon
lavish_hr_payroll.cie10_i26,I26,Embolia pulmonar
lavish_hr_payroll.cie10_i27,I27,Otras enfermedades cardiopulmonares
lavish_hr_payroll.cie10_i28,I28,Otras enfermedades de los vasos pulmonares
lavish_hr_payroll.cie10_i30,I30,Pericarditis aguda
lavish_hr_payroll.cie10_i31,I31,Otras enfermedades del pericardio
lavish_hr_payroll.cie10_i32,I32,Pericarditis en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_i33,I33,Endocarditis aguda y subaguda
lavish_hr_payroll.cie10_i34,I34,Trastornos no reumaticos de la valvula mitral
lavish_hr_payroll.cie10_i35,I35,Trastornos no reumaticos de la valvula aortica
lavish_hr_payroll.cie10_i36,I36,Trastornos no reumaticos de la valvula tricuspide
lavish_hr_payroll.cie10_i37,I37,Trastornos de la valvula pulmonar
lavish_hr_payroll.cie10_i38,I38,Endocarditis valvula no especificada
lavish_hr_payroll.cie10_i39,I39,Endocarditis y trastornos valvulares cardiacos en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_i40,I40,Miocarditis aguda
lavish_hr_payroll.cie10_i41,I41,Miocarditis en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_i42,I42,Cardiomiopatia
lavish_hr_payroll.cie10_i43,I43,Cardiomiopatia en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_i44,I44,Bloqueo auriculoventricular y de rama izquierda del haz
lavish_hr_payroll.cie10_i45,I45,Otros trastornos de la conduccion
lavish_hr_payroll.cie10_i46,I46,Paro cardiaco
lavish_hr_payroll.cie10_i47,I47,Taquicardia paroxistica
lavish_hr_payroll.cie10_i48,I48,Fibrilacion y aleteo auricular
lavish_hr_payroll.cie10_i49,I49,Otras arritmias cardiacas
lavish_hr_payroll.cie10_i50,I50,Insuficiencia cardiaca
lavish_hr_payroll.cie10_i51,I51,Complicaciones y descripciones mal definidas de enfermedad cardiaca
lavish_hr_payroll.cie10_i52,I52,Otros trastornos cardiacos en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_i60,I60,Hemorragia subaracnoidea
lavish_hr_payroll.cie10_i61,I61,Hemorragia intracerebral
lavish_hr_payroll.cie10_i62,I62,Otras hemorragias intracraneales no traumaticas
lavish_hr_payroll.cie10_i63,I63,Infarto cerebral
lavish_hr_payroll.cie10_i64,I64,Accidente vascular encefalico agudo no especificado como hemorragico o isquemico
lavish_hr_payroll.cie10_i65,I65,Oclusion y estenosis de las arterias precerebrales sin ocasionar infarto cerebral
lavish_hr_payroll.cie10_i66,I66,Oclusion y estenosis de las arterias cerebrales sin ocasionar infarto cerebral
lavish_hr_payroll.cie10_i67,I67,Otras enfermedades cerebrovasculares
lavish_hr_payroll.cie10_i68,I68,Trastornos cerebrovasculares en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_i69,I69,Secuelas de enfermedad cerebrovascular
lavish_hr_payroll.cie10_i70,I70,Aterosclerosis
lavish_hr_payroll.cie10_i71,I71,Aneurisma y diseccion aorticos
lavish_hr_payroll.cie10_i72,I72,Otros aneurismas
lavish_hr_payroll.cie10_i73,I73,Otras enfermedades vasculares perifericas
lavish_hr_payroll.cie10_i74,I74,Embolia y trombosis arteriales
lavish_hr_payroll.cie10_i77,I77,Otros trastornos arteriales o arteriolares
lavish_hr_payroll.cie10_i78,I78,Enfermedades de los capilares
lavish_hr_payroll.cie10_i79,I79,Trastornos de las arterias arteriolas y capilares en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_i80,I80,Flebitis y tromboflebitis
lavish_hr_payroll.cie10_i81,I81,Trombosis de la vena porta
lavish_hr_payroll.cie10_i82,I82,Otras embolias y trombosis venosas
lavish_hr_payroll.cie10_i83,I83,Venas varicosas de los miembros inferiores
lavish_hr_payroll.cie10_i84,I84,Hemorroides
lavish_hr_payroll.cie10_i85,I85,Varices esofagicas
lavish_hr_payroll.cie10_i86,I86,Varices de otros sitios
lavish_hr_payroll.cie10_i87,I87,Otros trastornos de las venas
lavish_hr_payroll.cie10_i88,I88,Linfadenitis inespecifica
lavish_hr_payroll.cie10_i89,I89,Otros trastornos no infecciosos de los vasos y ganglios linfaticos
lavish_hr_payroll.cie10_i95,I95,Hipotension
lavish_hr_payroll.cie10_i97,I97,Trastornos del sistema circulatorio consecutivos a procedimientos no clasificados en otra parte
lavish_hr_payroll.cie10_i99,I99,Otros trastornos y los no especificados del sistema circulatorio
lavish_hr_payroll.cie10_j00,J00,Rinofaringitis aguda (resfriado comun)
lavish_hr_payroll.cie10_j01,J01,Sinusitis aguda
lavish_hr_payroll.cie10_j02,J02,Faringitis aguda
lavish_hr_payroll.cie10_j03,J03,Amigdalitis aguda
lavish_hr_payroll.cie10_j04,J04,Laringitis y traqueitis agudas
lavish_hr_payroll.cie10_j05,J05,Laringitis obstructiva aguda (crup) y epiglotitis
lavish_hr_payroll.cie10_j06,J06,Infecciones agudas de las vias respiratorias superiores de sitios multiples o no especificados
lavish_hr_payroll.cie10_j09,J09,Influenza debida a ciertos virus de la influenza identificados
lavish_hr_payroll.cie10_j10,J10,Influenza debida a otro virus de la influenza identificado
lavish_hr_payroll.cie10_j11,J11,Influenza virus no identificado
lavish_hr_payroll.cie10_j12,J12,Neumonia viral no clasificada en otra parte
lavish_hr_payroll.cie10_j13,J13,Neumonia debida a Streptococcus pneumoniae
lavish_hr_payroll.cie10_j14,J14,Neumonia debida a Haemophilus influenzae
lavish_hr_payroll.cie10_j15,J15,Neumonia bacteriana no clasificada en otra parte
lavish_hr_payroll.cie10_j16,J16,Neumonia debida a otros microorganismos infecciosos no clasificados en otra parte
lavish_hr_payroll.cie10_j17,J17,Neumonia en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_j18,J18,Neumonia organismo no especificado
lavish_hr_payroll.cie10_j20,J20,Bronquitis aguda
lavish_hr_payroll.cie10_j21,J21,Bronquiolitis aguda
lavish_hr_payroll.cie10_j22,J22,Infeccion aguda no especificada de las vias respiratorias inferiores
lavish_hr_payroll.cie10_j30,J30,Rinitis alergica y vasomotora
lavish_hr_payroll.cie10_j31,J31,Rinitis faringitis y rinofaringitis cronicas
lavish_hr_payroll.cie10_j32,J32,Sinusitis cronica
lavish_hr_payroll.cie10_j33,J33,Polipo nasal
lavish_hr_payroll.cie10_j34,J34,Otros trastornos de la nariz y de los senos paranasales
lavish_hr_payroll.cie10_j35,J35,Enfermedades cronicas de las amigdalas y de las adenoides
lavish_hr_payroll.cie10_j36,J36,Absceso periamigdalino
lavish_hr_payroll.cie10_j37,J37,Laringitis y laringotraqueitis cronicas
lavish_hr_payroll.cie10_j38,J38,Enfermedades de las cuerdas vocales y de la laringe no clasificadas en otra parte
lavish_hr_payroll.cie10_j39,J39,Otras enfermedades de las vias respiratorias superiores
lavish_hr_payroll.cie10_j40,J40,Bronquitis no especificada como aguda o cronica
lavish_hr_payroll.cie10_j41,J41,Bronquitis cronica simple y mucopurulenta
lavish_hr_payroll.cie10_j42,J42,Bronquitis cronica no especificada
lavish_hr_payroll.cie10_j43,J43,Enfisema
lavish_hr_payroll.cie10_j44,J44,Otras enfermedades pulmonares obstructivas cronicas
lavish_hr_payroll.cie10_j45,J45,Asma
lavish_hr_payroll.cie10_j46,J46,Estado asmatico
lavish_hr_payroll.cie10_j47,J47,Bronquiectasia
lavish_hr_payroll.cie10_j60,J60,Neumoconiosis de los mineros del carbon
lavish_hr_payroll.cie10_j61,J61,Neumoconiosis debida al asbesto y a otras fibras minerales
lavish_hr_payroll.cie10_j62,J62,Neumoconiosis debida a polvo de silice
lavish_hr_payroll.cie10_j63,J63,Neumoconiosis debida a otros polvos inorganicos
lavish_hr_payroll.cie10_j64,J64,Neumoconiosis no especificada
lavish_hr_payroll.cie10_j65,J65,Neumoconiosis asociada con tuberculosis
lavish_hr_payroll.cie10_j66,J66,Enfermedades de las vias aereas debidas a polvos organicos especificos
lavish_hr_payroll.cie10_j67,J67,Neumonitis debida a hipersensibilidad a polvo organico
lavish_hr_payroll.cie10_j68,J68,Afecciones respiratorias debidas a inhalacion de gases humos vapores y sustancias quimicas
lavish_hr_payroll.cie10_j69,J69,Neumonitis debida a solidos y liquidos
lavish_hr_payroll.cie10_j70,J70,Afecciones respiratorias debidas a otros agentes externos
lavish_hr_payroll.cie10_j80,J80,Sindrome de dificultad respiratoria del adulto
lavish_hr_payroll.cie10_j81,J81,Edema pulmonar
lavish_hr_payroll.cie10_j82,J82,Eosinofilia pulmonar no clasificada en otra parte
lavish_hr_payroll.cie10_j84,J84,Otras enfermedades pulmonares intersticiales
lavish_hr_payroll.cie10_j85,J85,Absceso del pulmon y del mediastino
lavish_hr_payroll.cie10_j86,J86,Piotorax
lavish_hr_payroll.cie10_j90,J90,Derrame pleural no clasificado en otra parte
lavish_hr_payroll.cie10_j91,J91,Derrame pleural en afecciones clasificadas en otra parte
lavish_hr_payroll.cie10_j92,J92,Paquipleuritis
lavish_hr_payroll.cie10_j93,J93,Neumotorax
lavish_hr_payroll.cie10_j94,J94,Otras afecciones de la pleura
lavish_hr_payroll.cie10_j95,J95,Trastornos del sistema respiratorio consecutivos a procedimientos no clasificados en otra parte
lavish_hr_payroll.cie10_j96,J96,Insuficiencia respiratoria no clasificada en otra parte
lavish_hr_payroll.cie10_j98,J98,Otros trastornos respiratorios
lavish_hr_payroll.cie10_j99,J99,Trastornos respiratorios en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_k00,K00,Trastornos del desarrollo y de la erupcion de los dientes
lavish_hr_payroll.cie10_k01,K01,Dientes incluidos e impactados
lavish_hr_payroll.cie10_k02,K02,Caries dental
lavish_hr_payroll.cie10_k03,K03,Otras enfermedades de los tejidos duros de los dientes
lavish_hr_payroll.cie10_k04,K04,Enfermedades de la pulpa y de los tejidos periapicales
lavish_hr_payroll.cie10_k05,K05,Gingivitis y enfermedades periodontales
lavish_hr_payroll.cie10_k06,K06,Otros trastornos de la encia y de la zona edentula
lavish_hr_payroll.cie10_k07,K07,Anomalias dentofaciales (incluso la maloclusion)
lavish_hr_payroll.cie10_k08,K08,Otros trastornos de los dientes y de sus estructuras de sosten
lavish_hr_payroll.cie10_k09,K09,Quistes de la region bucal no clasificados en otra parte
lavish_hr_payroll.cie10_k10,K10,Otras enfermedades de los maxilares
lavish_hr_payroll.cie10_k11,K11,Enfermedades de las glandulas salivales
lavish_hr_payroll.cie10_k12,K12,Estomatitis y lesiones afines
lavish_hr_payroll.cie10_k13,K13,Otras enfermedades de los labios y de la mucosa bucal
lavish_hr_payroll.cie10_k14,K14,Enfermedades de la lengua
lavish_hr_payroll.cie10_k20,K20,Esofagitis
lavish_hr_payroll.cie10_k21,K21,Enfermedad del reflujo gastroesofagico
lavish_hr_payroll.cie10_k22,K22,Otras enfermedades del esofago
lavish_hr_payroll.cie10_k23,K23,Trastornos del esofago en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_k25,K25,Ulcera gastrica
lavish_hr_payroll.cie10_k26,K26,Ulcera duodenal
lavish_hr_payroll.cie10_k27,K27,Ulcera peptica de sitio no especificado
lavish_hr_payroll.cie10_k28,K28,Ulcera gastroyeyunal
lavish_hr_payroll.cie10_k29,K29,Gastritis y duodenitis
lavish_hr_payroll.cie10_k30,K30,Dispepsia
lavish_hr_payroll.cie10_k31,K31,Otras enfermedades del estomago y del duodeno
lavish_hr_payroll.cie10_k35,K35,Apendicitis aguda
lavish_hr_payroll.cie10_k36,K36,Otros tipos de apendicitis
lavish_hr_payroll.cie10_k37,K37,Apendicitis no especificada
lavish_hr_payroll.cie10_k38,K38,Otras enfermedades del apendice
lavish_hr_payroll.cie10_k40,K40,Hernia inguinal
lavish_hr_payroll.cie10_k41,K41,Hernia femoral
lavish_hr_payroll.cie10_k42,K42,Hernia umbilical
lavish_hr_payroll.cie10_k43,K43,Hernia ventral
lavish_hr_payroll.cie10_k44,K44,Hernia diafragmatica
lavish_hr_payroll.cie10_k45,K45,Otras hernias de la cavidad abdominal
lavish_hr_payroll.cie10_k46,K46,Hernia no especificada de la cavidad abdominal
lavish_hr_payroll.cie10_k50,K50,Enfermedad de Crohn (enteritis regional)
lavish_hr_payroll.cie10_k51,K51,Colitis ulcerativa
lavish_hr_payroll.cie10_k52,K52,Otras colitis y gastroenteritis no infecciosas
lavish_hr_payroll.cie10_k55,K55,Trastornos vasculares del intestino
lavish_hr_payroll.cie10_k56,K56,Ileo paralitico y obstruccion intestinal sin hernia
lavish_hr_payroll.cie10_k57,K57,Enfermedad diverticular del intestino
lavish_hr_payroll.cie10_k58,K58,Sindrome del colon irritable
lavish_hr_payroll.cie10_k59,K59,Otros trastornos funcionales del intestino
lavish_hr_payroll.cie10_k60,K60,Fisura y fistula de las regiones anal y rectal
lavish_hr_payroll.cie10_k61,K61,Absceso de las regiones anal y rectal
lavish_hr_payroll.cie10_k62,K62,Otras enfermedades del ano y del recto
lavish_hr_payroll.cie10_k63,K63,Otras enfermedades del intestino
lavish_hr_payroll.cie10_k65,K65,Peritonitis
lavish_hr_payroll.cie10_k66,K66,Otros trastornos del peritoneo
lavish_hr_payroll.cie10_k67,K67,Trastornos del peritoneo en enfermedades infecciosas clasificadas en otra parte
lavish_hr_payroll.cie10_k70,K70,Enfermedad alcoholica del higado
lavish_hr_payroll.cie10_k71,K71,Enfermedad toxica del higado
lavish_hr_payroll.cie10_k72,K72,Insuficiencia hepatica no clasificada en otra parte
lavish_hr_payroll.cie10_k73,K73,Hepatitis cronica no clasificada en otra parte
lavish_hr_payroll.cie10_k74,K74,Fibrosis y cirrosis del higado
lavish_hr_payroll.cie10_k75,K75,Otras enfermedades inflamatorias del higado
lavish_hr_payroll.cie10_k76,K76,Otras enfermedades del higado
lavish_hr_payroll.cie10_k77,K77,Trastornos del higado en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_k80,K80,Colelitiasis
lavish_hr_payroll.cie10_k81,K81,Colecistitis
lavish_hr_payroll.cie10_k82,K82,Otras enfermedades de la vesicula biliar
lavish_hr_payroll.cie10_k83,K83,Otras enfermedades de las vias biliares
lavish_hr_payroll.cie10_k85,K85,Pancreatitis aguda
lavish_hr_payroll.cie10_k86,K86,Otras enfermedades del pancreas
lavish_hr_payroll.cie10_k87,K87,Trastornos de la vesicula biliar del tracto biliar y del pancreas en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_k90,K90,Malabsorcion intestinal
lavish_hr_payroll.cie10_k91,K91,Trastornos del sistema digestivo consecutivos a procedimientos no clasificados en otra parte
lavish_hr_payroll.cie10_k92,K92,Otras enfermedades del sistema digestivo
lavish_hr_payroll.cie10_k93,K93,Trastornos de otros organos digestivos en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_l00,L00,Sindrome estafilococico de la piel escaldada
lavish_hr_payroll.cie10_l01,L01,Impetigo
lavish_hr_payroll.cie10_l02,L02,Absceso cutaneo furunculo y antrax
lavish_hr_payroll.cie10_l03,L03,Celulitis
lavish_hr_payroll.cie10_l04,L04,Linfadenitis aguda
lavish_hr_payroll.cie10_l05,L05,Quiste pilonidal
lavish_hr_payroll.cie10_l08,L08,Otras infecciones locales de la piel y del tejido subcutaneo
lavish_hr_payroll.cie10_l10,L10,Penfigo
lavish_hr_payroll.cie10_l11,L11,Otros trastornos acantoliticos
lavish_hr_payroll.cie10_l12,L12,Penfigoide
lavish_hr_payroll.cie10_l13,L13,Otros trastornos flictenulares
lavish_hr_payroll.cie10_l14,L14,Trastornos flictenulares de la piel en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_l20,L20,Dermatitis atopica
lavish_hr_payroll.cie10_l21,L21,Dermatitis seborreica
lavish_hr_payroll.cie10_l22,L22,Dermatitis del panal
lavish_hr_payroll.cie10_l23,L23,Dermatitis alergica de contacto
lavish_hr_payroll.cie10_l24,L24,Dermatitis de contacto por irritantes
lavish_hr_payroll.cie10_l25,L25,Dermatitis de contacto de tipo no especificado
lavish_hr_payroll.cie10_l26,L26,Dermatitis exfoliativa
lavish_hr_payroll.cie10_l27,L27,Dermatitis debida a sustancias ingeridas
lavish_hr_payroll.cie10_l28,L28,Liquen simple cronico y prurigo
lavish_hr_payroll.cie10_l29,L29,Prurito
lavish_hr_payroll.cie10_l30,L30,Otras dermatitis
lavish_hr_payroll.cie10_l40,L40,Psoriasis
lavish_hr_payroll.cie10_l41,L41,Parapsoriasis
lavish_hr_payroll.cie10_l42,L42,Pitiriasis rosada
lavish_hr_payroll.cie10_l43,L43,Liquen plano
lavish_hr_payroll.cie10_l44,L44,Otros trastornos papuloescamosos
lavish_hr_payroll.cie10_l45,L45,Trastornos papuloescamosos en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_l50,L50,Urticaria
lavish_hr_payroll.cie10_l51,L51,Eritema multiforme
lavish_hr_payroll.cie10_l52,L52,Eritema nodoso
lavish_hr_payroll.cie10_l53,L53,Otras afecciones eritematosas
lavish_hr_payroll.cie10_l54,L54,Eritema en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_l55,L55,Quemadura solar
lavish_hr_payroll.cie10_l56,L56,Otros cambios agudos de la piel debidos a radiacion ultravioleta
lavish_hr_payroll.cie10_l57,L57,Cambios de la piel debidos a exposicion cronica a radiacion no ionizante
lavish_hr_payroll.cie10_l58,L58,Radiodermatitis
lavish_hr_payroll.cie10_l59,L59,Otros trastornos de la piel y del tejido subcutaneo relacionados con radiacion
lavish_hr_payroll.cie10_l60,L60,Trastornos de las unas
lavish_hr_payroll.cie10_l62,L62,Trastornos de las unas en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_l63,L63,Alopecia areata
lavish_hr_payroll.cie10_l64,L64,Alopecia androgena
lavish_hr_payroll.cie10_l65,L65,Otra perdida no cicatricial del pelo
lavish_hr_payroll.cie10_l66,L66,Alopecia cicatricial (perdida cicatricial del pelo)
lavish_hr_payroll.cie10_l67,L67,Anormalidades del tallo y del color del pelo
lavish_hr_payroll.cie10_l68,L68,Hipertricosis
lavish_hr_payroll.cie10_l70,L70,Acne
lavish_hr_payroll.cie10_l71,L71,Rosacea
lavish_hr_payroll.cie10_l72,L72,Quistes foliculares de la piel y del tejido subcutaneo
lavish_hr_payroll.cie10_l73,L73,Otros trastornos foliculares
lavish_hr_payroll.cie10_l74,L74,Trastornos sudoriparos ecrinos
lavish_hr_payroll.cie10_l75,L75,Trastornos sudoriparos apocrinos
lavish_hr_payroll.cie10_l80,L80,Vitiligo
lavish_hr_payroll.cie10_l81,L81,Otros trastornos de la pigmentacion
lavish_hr_payroll.cie10_l82,L82,Queratosis seborreica
lavish_hr_payroll.cie10_l83,L83,Acantosis nigricans
lavish_hr_payroll.cie10_l84,L84,Callos y callosidades
lavish_hr_payroll.cie10_l85,L85,Otros tipos de engrosamiento epidermico
lavish_hr_payroll.cie10_l86,L86,Queratodermia en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_l87,L87,Trastornos de eliminacion transepidermica
lavish_hr_payroll.cie10_l88,L88,Pioderma gangrenoso
lavish_hr_payroll.cie10_l89,L89,Ulcera de decubito
lavish_hr_payroll.cie10_l90,L90,Trastornos atroficos de la piel
lavish_hr_payroll.cie10_l91,L91,Trastornos hipertroficos de la piel
lavish_hr_payroll.cie10_l92,L92,Trastornos granulomatosos de la piel y del tejido subcutaneo
lavish_hr_payroll.cie10_l93,L93,Lupus eritematoso
lavish_hr_payroll.cie10_l94,L94,Otros trastornos localizados del tejido conjuntivo
lavish_hr_payroll.cie10_l95,L95,Vasculitis limitada a la piel no clasificada en otra parte
lavish_hr_payroll.cie10_l97,L97,Ulcera de miembro inferior no clasificada en otra parte
lavish_hr_payroll.cie10_l98,L98,Otros trastornos de la piel y del tejido subcutaneo no clasificados en otra parte
lavish_hr_payroll.cie10_l99,L99,Otros trastornos de la piel y del tejido subcutaneo en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_m00,M00,Artritis piogena
lavish_hr_payroll.cie10_m01,M01,Infecciones directas de articulaciones en enfermedades infecciosas y parasitarias clasificadas en otra parte
lavish_hr_payroll.cie10_m02,M02,Artropatias reactivas
lavish_hr_payroll.cie10_m03,M03,Artropatias posnfecciosas y reactivas en enfermedades infecciosas clasificadas en otra parte
lavish_hr_payroll.cie10_m05,M05,Artritis reumatoide seropositiva
lavish_hr_payroll.cie10_m06,M06,Otras artritis reumatoideas
lavish_hr_payroll.cie10_m07,M07,Artropatias psoriasica y enteropatica
lavish_hr_payroll.cie10_m08,M08,Artritis juvenil
lavish_hr_payroll.cie10_m09,M09,Artritis juvenil en enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_m10,M10,Gota
lavish_hr_payroll.cie10_m11,M11,Otras artropatias por cristales
lavish_hr_payroll.cie10_m12,M12,Otras artropatias especificadas
lavish_hr_payroll.cie10_m13,M13,Otras artritis
lavish_hr_payroll.cie10_m14,M14,Artropatias en otras enfermedades clasificadas en otra parte
lavish_hr_payroll.cie10_m15,M15,Poliartrosis
lavish_hr_payroll.cie10_m16,M16,Coxartrosis (artrosis de la cadera)
lavish_hr_payroll.cie10_m17,M17,Gonartrosis (artrosis de la rodilla)
lavish_hr_payroll.cie10_m18,M18,Artrosis de la primera articulacion carpometacarpiana
lavish_hr_payroll.cie10_m19,M19,Otras artrosis
lavish_hr_payroll.cie10_m20,M20,Deformidades adquiridas de los dedos de la mano y del pie
lavish_hr_payroll.cie10_m21,M21,Otras deformidades adquiridas de los miembros
lavish_hr_payroll.cie10_m22,M22,Trastornos de la rotula
lavish_hr_payroll.cie10_m23,M23,Trastorno interno de la rodilla
