id,code,name,ciiu_type,section,parent_id:id,is_dian_special,active
ciiu_group_910,910,Actividades de bibliotecas  archivos  museos y otras actividades culturales,group,R,ciiu_div_91,False,True
ciiu_9101,9101,Actividades de bibliotecas y archivos,class,R,ciiu_group_910,False,True
ciiu_9102,9102,Actividades y funcionamiento de museos  conservación de edificios y sitios históricos,class,R,ciiu_group_910,False,True
ciiu_9103,9103,Actividades de jardines botánicos  zoológicos y reservas naturales,class,R,ciiu_group_910,False,True
ciiu_div_92,92,Actividades de juegos de azar y apuestas,division,R,ciiu_section_r,False,True
ciiu_group_920,920,Actividades de juegos de azar y apuestas,group,R,ciiu_div_92,False,True
ciiu_div_93,93,Actividades deportivas y actividades recreativas y de esparcimiento,division,R,ciiu_section_r,False,True
ciiu_group_931,931,Actividades deportivas,group,R,ciiu_div_93,False,True
ciiu_9311,9311,Gestión de instalaciones deportivas,class,R,ciiu_group_931,False,True
ciiu_9312,9312,Actividades de clubes deportivos,class,R,ciiu_group_931,False,True
ciiu_9319,9319,Otras actividades deportivas,class,R,ciiu_group_931,False,True
ciiu_group_932,932,Otras actividades recreativas y de esparcimiento,group,R,ciiu_div_93,False,True
ciiu_9321,9321,Actividades de parques de atracciones y parques temáticos,class,R,ciiu_group_932,False,True
ciiu_9329,9329,Otras actividades recreativas y de esparcimiento n.c.p.,class,R,ciiu_group_932,False,True
ciiu_div_94,94,Actividades de asociaciones,division,S,ciiu_section_s,False,True
ciiu_group_941,941,Actividades de asociaciones empresariales y de empleadores,group,S,ciiu_div_94,False,True
ciiu_9411,9411,Actividades de asociaciones empresariales y de empleadores,class,S,ciiu_group_941,False,True
ciiu_9412,9412,Actividades de asociaciones profesionales,class,S,ciiu_group_941,False,True
ciiu_group_942,942,Actividades de sindicatos de empleados,group,S,ciiu_div_94,False,True
ciiu_group_949,949,Actividades de otras asociaciones,group,S,ciiu_div_94,False,True
ciiu_9491,9491,Actividades de asociaciones religiosas,class,S,ciiu_group_949,False,True
ciiu_9492,9492,Actividades de asociaciones políticas,class,S,ciiu_group_949,False,True
ciiu_9499,9499,Actividades de otras asociaciones n.c.p.,class,S,ciiu_group_949,False,True
ciiu_div_95,95,Mantenimiento y reparación de computadores  efectos personales y enseres domésticos,division,S,ciiu_section_s,False,True
ciiu_group_951,951,Mantenimiento y reparación de computadores y equipo de comunicaciones,group,S,ciiu_div_95,False,True
ciiu_9511,9511,Mantenimiento y reparación de computadores y de equipo periférico,class,S,ciiu_group_951,False,True
ciiu_9512,9512,Mantenimiento y reparación de equipos de comunicación,class,S,ciiu_group_951,False,True
ciiu_group_952,952,Mantenimiento y reparación de efectos personales y enseres domésticos,group,S,ciiu_div_95,False,True
ciiu_9521,9521,Mantenimiento y reparación de aparatos electrónicos de consumo,class,S,ciiu_group_952,False,True
ciiu_9522,9522,Mantenimiento y reparación de aparatos y equipos domésticos y de jardinería,class,S,ciiu_group_952,False,True
ciiu_9523,9523,Reparación de calzado y artículos de cuero,class,S,ciiu_group_952,False,True
ciiu_9524,9524,Reparación de muebles y accesorios para el hogar,class,S,ciiu_group_952,False,True
ciiu_9529,9529,Mantenimiento y reparación de otros efectos personales y enseres domésticos,class,S,ciiu_group_952,False,True
ciiu_div_96,96,Otras actividades de servicios personales,division,S,ciiu_section_s,False,True
ciiu_group_960,960,Otras actividades de servicios personales,group,S,ciiu_div_96,False,True
ciiu_9601,9601,Lavado y limpieza  incluso la limpieza en seco  de productos textiles y de piel,class,S,ciiu_group_960,False,True
ciiu_9602,9602,Peluquería y otros tratamientos de belleza,class,S,ciiu_group_960,False,True
ciiu_9603,9603,Pompas fúnebres y actividades relacionadas,class,S,ciiu_group_960,False,True
ciiu_9609,9609,Otras actividades de servicios personales n.c.p.,class,S,ciiu_group_960,False,True
ciiu_div_97,97,Actividades de los hogares individuales como empleadores de personal doméstico,division,T,ciiu_section_t,False,True
ciiu_group_970,970,Actividades de los hogares individuales como empleadores de personal doméstico,group,T,ciiu_div_97,False,True
ciiu_div_98,98,Actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio,division,T,ciiu_section_t,False,True
ciiu_group_981,981,Actividades no diferenciadas de los hogares individuales como productores de bienes para uso propio,group,T,ciiu_div_98,False,True
ciiu_group_982,982,Actividades no diferenciadas de los hogares individuales como productores de servicios para uso propio,group,T,ciiu_div_98,False,True
ciiu_div_99,99,Actividades de organizaciones y entidades extraterritoriales,division,U,ciiu_section_u,False,True
ciiu_group_990,990,Actividades de organizaciones y entidades extraterritoriales,group,U,ciiu_div_99,False,True
